vi,cn
Khứ niên hà thời quân biệt thiếp,去年何時君別妾，
Thượng vô dung.,尚無庸；
"Dĩnh Châu lão ông bệnh thả luy,",穎州老翁病且羸，
"Khổ tịch mịch ư thông cung,",苦寂寞於蔥宮，
"Hầu thiệt ban liên đài toạ hàng,",喉舌班聯台座降，
"Hữu quang hữu hội,",有洸有潰，
"Cư nhân cộng trú Võ Lăng nguyên,",居人共住武陵源，
Duy kỳ ưu hĩ.,維其優矣。
"Chí kim Bình Chính kiều hạ thuỷ,",至今平正橋下水，
"Tại nhữ cánh dụng văn chương vi,",在汝更用文章為，
"Khủng phương hồng hề dao lạc,",恐芳紅兮搖落，
"Ngưỡng chiêm hoàng cực thiên hình dung,",仰瞻皇極天形容，
Dương tiên phi khống tật như tiễn.,揚鞭飛鞚疾如箭。
"Ngô gia giá ngã hề thiên nhất phương,",吾家嫁我兮天一方，
Bất giác đáo quân gia.,不覺到君家。
Uyển Khâu chi thượng hề!,宛丘之上兮，
Hà đắc sơn hữu Khuất Nguyên trạch.,何得山有屈原宅。
Lập vọng sơn hình như tượng phục.,立望山形如象伏。
Sứ tinh mật tiếp Tử Vi cung.,使星密接紫微宮。
"Vũ trưởng châu lan ưng loạn kính,",雨長珠蘭應亂徑，
Tuỳ phong mãn địa thạch loạn tẩu.,隨風滿地石亂走。
Bạc ngôn hữu chi.,簿言有之。
"Đồ trung chuỷ thủ phi lương kế,",圖中匕首非良計，
"Tửu ngân lang tạ xuân sam thấp,",酒痕狼藉春衫濕，
Nhân kiến thị thanh la.,人見是青騾。
"Tài mộc cụ hề, quân tương tác,",材木具兮君將作，
Bất hội khinh thiểu chỉ hội toàn.,不會輕挑只會鑽。
"Cao Biền uy tín hành tại bỉ,",高駢威信行在彼，
"Ngã kim quan nhàn đắc bà sa,",我今官閑得婆娑，
Quy tư phương du tai.,歸思方悠哉。
Ký phổ ký trường.,既溥既長。
Hà dĩ hậu chi?,何以厚之？
"Bôn tẩu tiên hậu giả ký phạp kỳ nhân,",奔走先後者既乏其人，
"Tứ mẫu hữu cao,",四牡有驕，
"Điếu quân hoằng tài,",弔君弘才，
Khai trương cố chỉ.,開張故址。
Khỉ vô cư nhân?,豈無居人？
Mạc ngã khẳng đức.,莫我肯德。
"Diệt lục quốc giả, lục quốc dã, phi Tần dã,",滅六國者、六國也、非秦也、
"Thể ư tự nhiên,",體於自然，
Bất khẳng đê đầu tại thảo mãng.,不肯低頭在草莽。
"Tử táng chi uy,",死喪之威，
"Bát loan giai giai,",八鸞喈喈，
Quân bất kiến:,君不見：
Duyên hà giá nữ vi tăng phụ?,緣何嫁女為僧婦？
"Dĩ hỉ hoàng uy thanh Đại Hải,",已喜皇威清岱海，
Dạ kỵ thiên tứ siêu thiên hà.,夜騎天駟超天河。
Thuỷ thiên trùng nhi ngưng bích.,水千重而凝碧。
"Thuỳ năng bạn ngã điền gian ẩm,",誰能伴我田間飲，
"Đãn khán cổ lai ca vũ địa,",但看古來歌舞地，
Tuấn tài tảo tại thương ưng thượng.,俊才早在蒼鷹上。
Bất hiển diệc thế.,不顯亦世。
"Hồi đầu hạ vọng nhân hoàn xứ,",回頭下望人寰處，
"Kỳ phối mỹ ư Đường Ngu chi tế, chủng trị công ư Văn hoàng chi gian.",其配美於唐虞之際，踵治功於文皇之間。
Nham hà việt yên?,巖何越焉？
"Thốn địa xích thiên giai nhập cống,",寸地尺天皆入貢。
Hoàng Hà nhập hải lưu.,黃河入海流。
Tái bạt kỳ hồ.,載跋其胡。
"Đăng lập vi đế,",登立為帝，
"Thiên tầm đình lịch chi,",千尋葶藶枝，
Hành thả ca viết:,行且歌曰：
"U ý chính như thử,",幽意正如此，
Hà tất kiến u nhân.,何必見幽人。
Tằng chiếu Ngô vương cung lý nhân.,曾照吳王宮裏人。
Viết tần vu kinh.,曰嬪于京。
Quan phủ hạ lệnh giới thê tử.,官府下令械妻子。
Ngũ nhân do vị chí.,五人猶未至。
"Châu kiệt doanh xa, Hoàng Thành bạo thi.",朱傑楹車，黃誠暴屍。
"Thướng há Hoa Tử cương,",上下華子岡，
"Như lôi như đình,",如雷如霆，
Viên vi khư hề cổ mộc đa.,園為墟兮古木多。
"Phù như thị tắc phô trương hoằng hưu, vịnh ca thịnh đức, cố bất quang đại nhi diệp vĩ giả da?",夫如是則，鋪張宏休，詠歌盛德，顧不光大而燁韙者耶？
"Thứ cơ thiên trụ địa duy, cương thường bất truỵ.",庶幾天柱地維，綱常不墜。
Yểm thế mỗi doanh cân.,掩涕每盈巾。
"Diệc ký cấu chỉ,",亦既覯止、
Đạo sĩ văn nhi thán viết:,道士聞而嘆曰：
"Chỉ song trúc ốc thâm tự noãn,",紙窗竹屋深自暖，
"Minh minh ám ám,",明明闇闇，
Hữu tài vô mệnh bách liêu để.,有才無命百寮底。
Hương thôn phúc lộc vạn niên hưng,鄉村福祿萬年興
"Vinh hoa các dị đại,",榮華各異代，
"Tệ cẩu tại lương,",敝笱在梁，
Trang thành kỳ thị huân hương toạ.,妝成祇是薰香坐。
"Yêu liêm dục hà chi,",腰鐮欲何之，
"Ai bùi hồi dĩ trù trừ,",哀裴回以躊躇，
Thôn kính tự hoàng hôn.,村逕似黃昏。
Mỹ vô độ.,美無度，
"Cốt pháp đa kỳ, ưng quân chi tướng.",骨法多奇，應君之相。
Hoán tác nhàn ngôn ngữ.,喚作閒言語。
"Na kham lưỡng xứ túc,",那堪兩處宿，
"Ngư võng chi thiết,",魚網之設，
Hồ tư uý kị.,胡斯畏忌。
"Văn pháp bất cô,",文法不孤，
Tuyết viễn hàn phong tưởng ngọc tư.,雪遠寒峰想玉姿。
Dĩ đao đại ngưu thuỳ dữ đồng?”,以刀代牛誰與同？
Hán đình hành triệu Giả Sinh hoàn.,漢廷行召賈生還。
"Lương phong khởi hề thiên vẫn sương,",涼風起兮天隕霜，
"Dẫn vũ lưu thương ca dũ hoãn,",引羽流商歌愈緩，
"Trượng nghĩa sơ tài,",仗義疏財，
Chinh mã tần tần kinh thất lộ.,征馬頻頻驚失路。
Phi quá Hàm Quan nhập đỉnh môn.,飛過函關入鼎門。
Đạo lộ tức kim đa ủng cách.,道路即今多擁隔。
"Viên minh chung động bất tri thự,",猿鳴鐘動不知曙，
Vị chi hà ti?,謂之何哉！
"Cự thạch nịch nịch chi sàm tiếu hề, mạt đồng đồng nhi cao lệ.",巨石溺溺之瀺灂兮，沫潼潼而高厲。
"Dã hữu man thảo,",野有蔓草，
Nhất nhất câu dục xan thiên quang.,一一俱欲餐天光。
"Văn chương danh thế,",文章名世，
Nhất bán thị xuân băng.,一半是春冰。
Sơn hạ đỗ quyên khai.,山下杜鵑開。
"Ngã tư cổ nhân,",我思古人，
Chung thân bất sỉ.,終身不恥。
"Yêu chi ốc ốc,",夭之沃沃，
"Lạc lạc bàn cứ tuy đắc địa,",落落盤踞雖得地，
"Gian quan oanh ngữ hoa để hoạt,",閒關鶯語花底滑，
"Dĩ nhĩ câu viên,",以爾鉤援，
Trập trập hề.,蟄蟄兮。
Quân bất kiến:,君不見：
"Thư hùng vị quyết,",雌雄未決，
"Nhân nhi vô chỉ,",人而無止，
"Khứ tuế thu sơ ngã tự do,",去歲秋初我自由，
"Châu liêm vũ phiến trường tịch mịch,",珠簾羽扇長寂寞，
"Tự truyền phương tửu uyển hồng tụ,",自傳芳酒涴紅袖，
"Khẩu cán thuỳ huyết chuyển bách xúc,",口幹垂血轉迫促，
Cừ khôi kiêu thủ càn khôn di.,渠魁梟首乾坤夷。
"Chu Bá hoàng hoàng, dương thái nhi bàng chúc,",周伯煌煌，揚彩而傍燭，
Chung thân bất nhục.,終身不辱。
"Súc bản dĩ tái,",縮版以載，
"Viên hữu hàn tuyền,",爰有寒泉，
Đô đắc thực học đắc tâm hung.,都得實學得心胸。
Chưng nhiên sán sán.,烝然汕汕。
"Nhị thập dư huyện vọng như hải,",二十餘縣望如海，
"Phàm vật hữu hình đô hữu hoại,",凡物有形都有壊，
Lao tâm thảo hề!,勞心慅兮。
"Xả chiên xả chiên,",舍旃舍旃，
Ư nham chi bạn.,於岩之畔。
"Vu dĩ thái tảo,",于以采藻？
"Tích cốc phòng cơ,",積穀防饑，
Mẫu thị lao khổ.,母氏勞苦。
"Đỗng khốc lục quân câu cảo tố,",慟哭六軍俱縞素，
"Phương thị chân nam tử,",方是眞男子，
Mạc hạ phục dụng Trương Tử Phòng.,幕下復用張子房。
Thanh thanh mạch thượng tang.,青青陌上桑。
"Giao tình thông thể tâm hoà hài,",交情通體心和諧，
"Chung thanh quá hàn điểu,",鐘聲過寒鳥，
"Tướng thử hữu xỉ,",相鼠有齒，
"Quýnh địa vị chi thanh cao, ái thanh danh chi chiêu chước.",敻地位之清高，藹聲名之昭灼。
Ức tạc hoan ngu thường kiến chiêu.,憶昨歡娛常見招。
Thượng hưởng!,尚饗！
Huy thủ đạn kiệp phong linh nhiên.,揮手彈鋏風泠然。
"Thanh thanh thuỷ trung bồ,",青青水中蒲，
Ly băng trúc bán không.,籬崩竹半空。
"Mân kiệu thất thiên lý,",閩嶠七千里，
"Quân bất kiến,",君不見，
"Vĩnh ngôn hiếu tư,",永言孝思，
Cận nhập thiên gia tán hoa trúc.,近入千家散花竹。
"Tiền sơn cảnh khí giai,",前山景氣佳，
"Như chương như khuê,",如璋如圭，
Khán thủ phất vân phi.,看取拂雲飛。
Khởi ý phục tác nghiệt dĩ tốc cô.,豈意復作孽以速辜。
Tráng tâm nguyên tự bất tư gia.,壯心元自不思家。
Nãi năng:,乃能：
Thiên giả thần bính chuyên kỳ hùng.,天假神柄專其雄。
"Phù thế thanh vân như quá khách,",浮世青雲如過客，
Lũ mạo tầm thường hành lộ nhân.,屢貌尋常行路人。
"Hồng hộc cao phi thanh vân thượng,",鴻鵠高飛青雲上，
"Tạc mộng giang hoa chiếu giang nhật,",昨夢江花照江日，
Trắc thân đông vọng thế triêm hàn.,側身東望涕沾翰。
Đông lưu phó hải vô hồi ba.,東流赴海無回波。
Đương diện thâu tâm bối diện tiếu.,當面輸心背面笑。
Cứ toạ đường thượng như hùng bi.,踞坐堂上如熊羆。
Đồng quân phù trượng thướng ngư thuyền.,同君扶杖上漁船。
Thuỳ điếu trường xuyên.,垂釣長川。
Tướng quân dũng duệ dữ chi địch.,將軍勇銳與之敵。
"Vấn tiên sinh hề hà chi,",問先生兮何之，
"Thiên quang vân quang tứ thời lục,",天光雲光四時綠，
"Hán đạo phương toàn thịnh,",漢道方全盛，
"Vương dụ: “Dưỡng mã yếu đắc mã tính tình,",王諭『養馬要得馬性情，
Thực lao ngã tâm.,實勞我心。
"Ư vạn tư niên,",於萬斯年，
"Kim niên đại hạn thiên lý xích,",今年大旱千里赤，
"Chính điện xuân thâm phụng bệ từ,",政殿春深奉陛辭，
"Thử tế khởi tri phi bạc mệnh,",此際豈知非薄命，
"Bị hoa tảo chi khả hảo hề, nhược phí thuý chi phấn dực.",被華藻之可好兮，若翡翠之奮翼。
Ly cung biệt quán dĩ thành khôi.,離宮別館已成灰。
"Sơn bắc, sơn nam thiên vạn lý.",山北山南千萬里。
"Yên hữu cầu long,",焉有虯龍，
"Truyền chúc dĩ cụ, ngôn từ dĩ tất.",傳祝已具，言辭已畢。
"Dân diệc lao chỉ,",民亦勞止，
Thu sương há bạch tần.,秋霜下白蘋。
"Khứ thu Phù giang mộc lạc thì,",去秋涪江木落時，
Chí vu Kỳ hạ.,至于岐下。
Tung hoành tiêu hán vô dĩ thì.,縱橫宵漢無已辰。
"Vạn toàn dĩ thủ, nhất thốc bất di.",萬全以取，一簇不遺。
"Tam Ngô, Bách Việt.",三吳百粵。
Tự năng vị năng tối hữu tình.,似能未能最有情。
"Lập sử quan dĩ trì pháp hề, chính quân thần chi điển tắc.",立史官以持法兮，正君臣之典則。
"Quan đầu lạc nguyệt hoành tây lĩnh,",關頭落月橫西嶺，
"Giang khoáng xuân triều bạch,",江曠春潮白，
"Các trung dạ dạ đề viên khởi,",各中夜夜啼猿起，
Hỉ vô tiêu sắt ngâm.,喜無蕭瑟吟。
"Phạt tân, thiêu thán Nam Sơn trung,",伐薪燒炭南山中。
Bạch sa thố tạp ấn thương đài.,白沙錯雜印蒼苔。
"Mông bỉ trẩu si,",蒙彼縐絺，
Ngọ thị bất hợp nhập không cù.,午市不合入空衢。
Đỗ khẩu vong nghiên.,杜口忘言。
"Cùng tất hữu đạt,",窮必有達，
"Bất giác lệ hạ triêm y thường,",不覺淚下沾衣裳，
"Mạnh Đức Xích Bích chi sư đàm tiếu phi hôi,",孟德赤壁之師談笑飛灰，
"Thiềm tiền bích vân tĩnh như thuỷ,",簷前碧雲靜如水，
"Đổ tư sơn chi nga nga hề, niệm tích nhật chi gian khổ;",睹茲山之峨峨兮，念昔日之艱苦；
Duy đức chi hành.,維德之行。
Hiến Giang Nam chi minh đương.,獻江南之明璫。
"Vị kiều nam đầu nhất ngộ quân,",渭橋南頭一遇君，
"Phúc diệp nhi bối hề, văn hữu luân nhi hữu tích; ngưỡng diệp nhi phúc hề, lục phi cảo nhi phi khô.",覆葉而背兮，文有倫而有脊；仰葉而腹兮，綠非槁而非枯。
Bất vấn hồng trần kỷ xa mã.,不問紅塵幾車馬。
"Trường An tráng nhi bất cảm kỵ,",長安壯兒不敢騎，
"Long Tuyền nhan sắc như sương tuyết,",龍泉顏色如霜雪，
Phó ngự môn tiền khổ xúc bức.,僕御門前苦促逼。
Nãi Thái Hoa san đầu ngọc tỉnh chi liên.,乃泰華山頭玉井之蓮。
Phục linh thức giả cửu thán ta.,復令識者久歎嗟。
"Cẩm y quy cố lý,",錦衣歸故里，
"Lạc châm hà tằng bạch chỉ thấp,",落砧何曾白紙濕，
"Lưỡng gian dư nhất tốt,",兩間餘一卒，
Giải cấu đắc thử nan tái cầu.,邂逅得此難再求。
Thị nữ kim bồn tiến thuỷ lai,侍女金盆進水來，
"Cổ kim thử hương sinh xuất nhân,",古今此鄉生出人，
"Yêu ngã hồ Thượng Cung,",要我乎上宮，
"Thị hà ý thái hùng thả kiệt,",是何意態雄且傑，
Chẩm qua do tự ức yên hà.,枕戈猶自憶煙霞。
Phương hà vi kỳ?,方何為期？
"Tứ san huyễn chuyển phong lược nhĩ,",四山眩轉風掠耳，
"Hà đống vị ngư bất dị đắc,",河凍未漁不易得，
Phản dĩ ngã vi thù.,反以我為讎。
Xa Sư tây môn trữ hiến tiệp.,車師西門佇獻捷。
"Nhập thị bất thận vạn tỉnh cơ,",入市不慎萬井飢，
"Không lâm vẫn diệp mộ ô đề,",空林隕葉暮烏啼，
Trinh Nguyên song đế tử.,貞元雙帝子。
"Chiêm vọng phất cập,",瞻望弗及，
Nhật tịch thù bất lai.,日夕殊不來。
"Đầu ngã dĩ đào,",投我以桃，
Tảo lai ngã tích nhĩ dận tộ.”,早來我錫尒胤祚。
"Vô tư viễn nhân,",無思遠人，
Chiếu phát Phủ chi gian tà; động kiến Lộc chi tình trạng dã.,照發甫之奸邪；洞見祿之情狀也。
Tịnh khu tùng lưỡng mẫu hề.,并驅從兩牡兮，
Phục thán thuỳ gia tử?,復嘆誰家子？
"Toàn gia cần lao các hữu vọng,",全家勤勞各有望，
"Đại hạ như khuynh yếu lương đống,",大廈如傾要梁棟，
Bị phục huệ lan.,被服蕙蘭。
"Dạ chiêm thiên cực tư uất kết,",夜瞻天極思鬱結，
Yến uyển chi cầu.,燕婉之求，
Cơ tử tường cuồng.,箕子詳狂。
"Ư ngã ác giả,",於我惡者，
"Địch thanh phẫn oán ai trung lưu,",笛聲憤怨哀中流，
"Vân nhật năng thôi hiểu,",雲日能催曉，
"Dụng hoài Nguỵ đô,",用懷魏都，
"Tiền sơn cảnh khí giai,",前山景氣佳，
"Chỉnh như lão tướng nghiêm giáp binh,",整如老將嚴甲兵，
"Nội vô dĩ nghĩa hối tử điệt thiện hoá tộc lý,",內無以義誨子姪善化族里，
"Vũ trung hữu lệ diệc thê sảng,",雨中有淚亦凄愴，
"Quang ánh trang lâu nguyệt,",光映妝樓月，
Quý vô bảng nhân.,愧無榜人。
Ưu lộc du phục;,麀鹿攸伏；
Nhất khoát minh chủ chính úc đào.,一豁明主正郁陶。
Bất xứng kỳ bặc.,不稱其服。
"Tưởng thử sơn ư tư thì hề, khởi bất tự Cối Kê chi thê Việt vương giả gia?",想此山於斯時兮，豈不似會稽之棲越王者耶？
"Nhậm chuyển Giang Hoài túc,",任轉江淮粟，
"Thương Thúc vô nổ,",將叔無狃，
Phong yên trực bắc sầu.,烽烟直北愁。
"Phủ hoàng đô chi hoành lệ hề,",俯皇都之宏麗兮，
"Cao cầu tiêu dao,",羔裘逍遙，
"Vu dĩ cầu chi,",于以求之？
"Tĩnh ngôn tư chi,",靜言思之，
"Cổ hữu “Thiên văn” nghĩa,",古有千文義，
"Đối luỹ chung tiêu bất giải yên,",對壘終宵不解鞍，
Trĩ lệ vu biễu.,雉離于罦。
Phọc Nhung nhân!,縛戎人，
Lai tức ngã mi.,來即我謀。
Đối thử như hà bất lệ thuỳ.,對此如何不淚垂。
Cùng hữu chỉ nghịch.,邛有旨鷊。
"Giới mạc ích chi thiên từ hề, tâm bất hằng nhi thụ ác.",戒莫益之偏辭兮心不恆而受惡。
Cửu sồ minh phụng loạn thu thu.,九鶵鳴鳳亂啾啾。
Cái văn:,蓋聞：
Hoa bất tái phồn.,華不再繁。
Hữu tý thiên khô bán nhĩ lung.,右臂偏枯半耳聾。
"Vĩ thạch như trường nhân,",偉石如長人，
"Thượng giới chân nhân túc quan phủ,",上界真人足官府，
"Bình an chỉ lưỡng tự,",平安只兩字，
"Giang Đông thiếu niên kiếm chước án,",江東少年劍斫案，
"Lưu ly ngọc hạp thổ liên hoa,",琉璃玉匣吐蓮花，
"Cửu Giang, Ngũ Hồ,",九江五湖，
"Hữu hồ tuy tuy,",有狐綏綏，
Thủy cấp khách chu tật,水急客舟疾，
"Quan sàm hương vị lũ nhập mộng,",官饞鄉味屢入夢，
"Phong ngạn nguyệt tà minh,",楓岸月斜明，
Hồi sử phong thần lệ kính khâm.,回使封神勵敬欽。
Xích tích kỷ kỷ.,赤舄几几。
"Thức át khấu ngược,",式遏寇虐，
"Nhập đại nhập tiểu,",入大入小，
"Lũng Sơn nhật nhật hành bất tiền,",隴山日日行不前，
Tả hữu phụng chương.,左右奉璋。
Phủ ánh bạch sa.,俯映白沙。
Hà dĩ cốc chi?,何以告之？
"Thiên công hiệu lệnh tái bất xuất,",天公號令再不出，
"Triêu lai minh kính lý,",朝來明鏡裏，
"Du du sinh tử biệt kinh niên,",悠悠生死別經年，
"Hồ nhân dĩ yên mã vi gia,",胡人以鞍馬為家，
Độc túc không liêm quy mộng trường.,獨宿空帘歸夢長。
Chí bỉ chu hàng.,寘彼周行。
"Khí sinh vu thân,",氣生于身，
"Quân thần đại nghĩa trọng thiên kim,",君臣大義重千金，
"Cố nhân hứng tận, dư do bàn hoàn.",故人興盡，余猶盤桓。
"Viễn khách hồn vô mộng,",遠客渾無夢，
Mặc dục thành lâm xích nghinh nhật.,墨欲成霖赤迎日。
Tu đáo minh niên xuân.,須到明年春。
Thân thượng vô hữu hoàn cơ phu.,身上無有完肌膚。
Thứ bả thăng đẩu cầu thị nhân.,次把升斗求巿人。
"Bắc Mang bồi thổ cánh vô tồn,",北邙抔土竟無存，
"Khổng Tử, Thích thị thân bão tống,",孔子釋氏親抱送，
Nhất niên nhất độ đắc tương kiến.,一年一度得相見。
"Ngã nghi Hoàng Hà Hãn Hải địa mạch thông,",我疑黄河瀚海地脈通，
Duy kỹ cập phủ.,維锜及釜。
Nhược tuyến sơ phùng lệ tự thuỳ.,弱線初縫淚自垂。
"Lực huề nhất tôn độc tựu tuý,",力攜一樽獨就醉，
"Tác vũ thiết nữ,",作舞鐵女，
Kỳ yếm kỳ đố.,其檿其柘。
Nam nữ giai ác.,男女皆惡。
"Phiêu nhiên thì nguy nhất lão ông,",飄然時危一老翁，
"Tảo liễm tinh thần phản thái cực,",早斂精神返太極，
Cận thính thuỷ vô thanh.,近聽水無聲。
Tứ quốc thị tù.,四國是遒。
Cửu khách đa ưu kim dũ tật.,久客多憂今愈疾。
"Khoảnh khắc nhất thanh la cổ hiết,",頃刻一聲鑼鼓歇，
"Nhân hành sơn khẩu tuyết một tung,",人行山口雪沒蹤，
"Báo quân Hoàng Kim đài thượng ý,",報君黃金臺上意，
Hán chủ sơn hà cẩm tú trung.,漢主山河錦繡中。
"Xuân phong đào lý hoa khai nhật,",春風桃李花開日，
Nãi như chi nhân hề!,乃如之人兮，
"Tây phong xuy u lâm,",西風吹幽林，
Tiên trà trà dũ hương.,煎茶茶逾香。
"Ân luân kinh tiếp long văn bút,",恩綸驚接龍文筆，
Khinh hàn để dụng sầu.,輕寒底用愁。
"""Dương liễu"" uất thanh thanh,",楊柳郁青青，
"Đình trừ nhất cổ đồng,",庭除一古桐，
Bất như ngã sở chi.,不如我所之。
Cảm quyết khởi bất dữ chi tề.,敢決豈不與之齊。
An tri phong hác kim lai biến.,安知峰壑今來變。
Hiếu vu tráng sĩ vi kỵ tăng.,好于壯士為忌憎。
Chính hữu vị hành hề tư hữu dĩ phát.,政有未行兮思有以發。
Thiên hoa nhiễu giản biên.,千花繞澗邊。
"Kế nhi tứ diện thiêm binh dĩ bao vi,",繼而四面添兵以包圍，
Bất khả dĩ như.,不可以茹。
"Thanh như tam thiên đệ tử lập Khổng đình,",清如三千弟子立孔庭，
Vu dĩ chiêu trạc trạc chi linh; vu dĩ trứ hoàng hoàng chi thực.,于以昭濯濯之靈；于以著煌煌之寔。
Ngọc viết: Duy duy.,玉曰：唯唯。
"Quần yến từ quy nhạn Nam tường,",群燕辭歸雁南翔，
"Huề bàn độc xuất nguyệt hoang lương,",攜盤獨出月荒涼，
"Ký suy thành nhi hiến giám; phục khể thủ nhi phi can,",既推誠而獻鑑；復稽首而披肝。
"Ngã toại nghênh nhận nhi giải,",我遂迎刃而解，
Thần ngôn minh hồ tự giám; thần tâm hách hề nhược đan.,臣言明乎似鑑；臣心赫兮若丹。
Hồng mã xuyết kim linh.,紅馬綴金鈴。
Bi kiến sinh nhai bách ưu tập.,悲見生涯百憂集。
Tự khuyết kinh thế vụ.,自闕經世務。
"Báo ân chi tử thúc thao qua,",報恩之子焂操戈，
"Chỉ kim niên tài thập lục thất,",只今年才十六七，
Công tư thương lẫm câu phong thật.,公私倉廩俱豐實。
"Đinh ninh thử khứ Cô Tô thành,",叮嚀此去姑蘇城，
"Thiên trường túng bác gia nhưng phú,",千場縱博家仍富，
Thính thử đề thanh bội khả lân.,聽此啼聲倍可憐。
"An đắc toạ ngã mao đình trung,",安得坐我茅亭中，
Ký mệnh nhất diệp vạn nhận trung.,寄命一葉萬仞中。
Cận thân dược khoả tửu trường huề.,近身藥裹酒長攜。
Bất thừa quyền dư.,不承權輿。
"Há mã Đồng nhai nhật dĩ tà,",下馬銅街日已斜，
Khỉ cảm ái chi?,豈敢愛之？
"Tuyển binh tiến thủ, Đông Đô tận phục cựu cương.",選兵進取，東都盡復舊疆。
"Hàm tình ngưng đệ tạ quân vương,",含情凝睇謝君王，
Kim ngọc kỳ tương.,金玉其相。
"Khứ niên kim nhật tại đông dương,",去年今日在東洋，
"Thập do bát cửu phụ tân quy,",十猶八九負薪歸，
"Bất nhẫn biệt minh nguyệt,",不忍別明月，
Tương thuỷ đoạn phi hồng.,湘水斷飛鴻。
"Lão ông ngưỡng thiên lệ như vũ,",老翁仰天淚如雨，
Nghệ chi nhẫm thúc.,藝之荏菽，
"Dã thị hữu thiền khách,",野市有禪客，
"Di tử hoàng kim bảo,",遺子黃金寶，
Trạch lâm thuỷ trướng lũng sa viên.,澤林水漲隴沙圓。
Hạo như minh nguyệt khuy đồng vân.,皎如明月窺彤雲。
Kim niên ký thực nhưng yêm lưu.,今年寄食仍淹留。
Trì đao chước địa phiên tác nê.,持刀斫地翻作泥。
"Dĩ ngôn kê thử thục,",已言雞黍熟，
"Đức hạnh biểu nghi,",德行表儀，
Vương Tể thuỷ khẳng lưu chân tích.,王宰始肯留真跡。
Nhất cừ xuân thuỷ liễu thiên điều.,一渠春水柳千條。
"Vị kiến quân tử,",未見君子，
Mạch lũng thanh thanh tang uất uất.,麥隴青青桑鬱鬱。
"Phong hoà nhật noãn,",風和日暖，
Khắc phối bỉ thiên.,克配彼天。
Khổng vũ hữu lực.,孔武有力。
"Ân đoạn do nghi mộng,",恩斷猶疑夢，
"Thí thiếp dữ quân lệ,",試妾與君淚，
"Nùng cư Thạch Thành hạ,",儂居石城下，
"Miên Châu giang thuỷ chi đông tân,",綿州江水之東津，
"Quan sơn khách tử lộ,",關山客子路，
"Tổng giác chi yến,",總角之宴，
Hồng bằng bích hữu nguyên thai thấp.,紅朋碧友元胎濕。
"Đinh ninh ác thủ tạm trù trù,",叮嚀握手蹔躊蹰，
"Ngô tưởng phù bắc phong chấn mạc, Hồ binh tứ tiện. Chủ tướng kiêu địch, kỳ môn thâu chiến. Dã thụ mao kỳ, xuyên hồi tổ luyện. Pháp trùng tâm hãi, uy tôn mệnh tiện. Lợi thốc xuyên cốt, kinh sa nhập diện. Chủ khách tương bác, sơn xuyên chấn huyễn. Thanh tích giang hà, thế băng lôi điện. Chí nhược cùng âm ngưng bế, lẫm liệt hải ngung; tích tuyết một hĩnh, kiên băng tại tu. Chí điểu hưu sào, chinh mã trì trù, tăng khoáng vô ôn, đoạ chỉ liệt phu. Đương thử khổ hàn, thiên giả cường Hồ, bằng lăng sát khí, dĩ tương tiễn đồ. Kính tiệt truy trùng, hoành công sĩ tốt; đô uý tân hàng, tướng quân phúc một. Thi điền cự cảng chi ngạn, huyết mãn trường thành chi quật. Vô quý vô tiện, đồng vi khô cốt, khả thắng ngôn tai! Cổ suy hề lực kiệt, thi tận hề huyền tuyệt. Bạch nhận giao hề bảo đao chiết, lưỡng quân túc hề sinh tử quyết. Giáng hỹ tai, chung thân di địch! Chiến hỹ tai, cốt bạo sa lịch! Điểu vô thanh hề sơn tịch tịch, dạ chính trường hề phong tích tích. Hồn phách kết hề thiên trầm trầm, quỷ thần tụ hề vân mạc mạc. Nhật quang hàn hề thảo đoản, nguyệt sắc khổ hề sương bạch. Thương tâm thảm mục, hữu như thị gia!",吾想夫北風振漠，胡兵伺便。主將驕敵，期門受戰。野豎旄旗，川迴組練。法重心駭，威尊命賤。利鏃穿骨，驚沙入面。主客相搏，山川震眩。聲析江河，勢崩雷電。至若窮陰凝閉，凜冽海隅；積雪沒脛，堅冰在鬚。鷙鳥休巢，征馬踟躕，繒纊無溫，墮指裂膚。當此苦寒，天假強胡，憑陵殺氣，以相剪屠。徑截輜重，橫攻士卒；都尉新降，將軍覆沒。屍填巨港之岸，血滿長城之窟。無貴無賤，同為枯骨，可勝言哉！鼓衰兮力竭，矢盡兮絃絕。白刃交兮寶刀折，兩軍蹙兮生死決。降矣哉，終身夷狄！戰矣哉，骨暴沙礫！鳥無聲兮山寂寂，夜正長兮風淅淅。魂魄結兮天沈沈，鬼神聚兮雲冪冪。日光寒兮草短，月色苦兮霜白。傷心慘目，有如是耶！
Đồ ngự than than.,徒禦嘽嘽。
Đông lưu diệc bất nhàn?,東流亦不閒。
"Tự đoạn thử sinh hưu vấn thiên,",自斷此生休問天，
Bệnh như đào lý cánh hà ngôn.,病如桃李竟何言。
"Lạc vũ từ kim điện,",落羽辭金殿，
"Khiên Ngưu, Chức Nữ dao tương vọng,",牽牛織女遙相望，
Thiên sổ mang mang bất khả đào.,天數茫茫不可逃。
Nhất đốn nhất khởi tương tiếp tục.,一頓一起相接續。
"Hiệu uý vũ thư phi hãn hải,",校尉羽書飛瀚海，
Khứ nhật khổ đa.,去日苦多。
"Viên ngâm hạc lệ bản vô ý,",猿吟鶴唳本無意，
