vi,cn
"Vi Trọng Ni sở xưng,",為仲尼所稱，
"Đạt cập đức hạnh,",達及德行，
"Do phụng sự Ân,",猶奉事殷，
Luận tự kỳ mỹ.,論敍其美。
"Tề Hoàn chi công,",齊桓之功，
Vi bá chi thủ.,為霸之首。
"Cửu hợp chư hầu,",九合諸侯，
Nhất khuông thiên hạ.,一匡天下。
"Nhất khuông thiên hạ,",一匡天下，
Bất dĩ binh xa.,不以兵車。
"Chính nhi bất quyệt,",正而不譎，
Kỳ đức truyền xưng.,其德傳稱。
"Khổng Tử sở thán,",孔子所歎，
"Tịnh xưng Di Ngô,",並稱夷吾，
Dân thụ kỳ ân.,民受其恩。
"Tứ dữ miếu tộ,",賜與廟胙，
Mệnh vô hạ bái.,命無下拜。
"Tiểu Bạch bất cảm nhĩ,",小白不敢爾，
Thiên uy tại nhan chỉ xích.,天威在顏咫尺。
"Tấn Văn diệc bá,",晉文亦霸，
Cung phụng thiên vương.,躬奉天王。
"Thụ tứ khuê toản,",受賜珪瓚，
"Cự sưởng đồng cung,",秬鬯彤弓，
"Lô cung thỉ thiên,",盧弓矢千，
Hổ bôn tam bách nhân.,虎賁三百人。
"Uy phục chư hầu,",威服諸侯，
Sư chi sở tôn.,師之所尊。
"Bát phương văn chi,",八方聞之，
Danh á Tề Hoàn.,名亞齊桓。
"Hà Dương chi hội,",河陽之會，
"Trá xưng Chu vương,",詐稱周王，
Thị kỳ danh phân ba.,是其名紛葩。
"Ưu tâm như phẫn,",憂心如焚，
Điệt dụng bi cụ.,迭用悲懼。
"Xuân hoa ký vẫn,",春花既隕，
Hạ diệp không tồn.,夏葉空存。
"Thu biểu nhập lâm,",秋飚入林，
Mộc diệp tiêu sâm.,木葉蕭森。
"Hàn thiền minh thụ,",寒蟬鳴樹，
Cảm vật bi thâm.,感物悲深。
"Dung hoa dịch suy,",容華易衰，
Thịnh thời nan tái.,盛時難再。
"Kim ngã bất lạc,",今我不樂，
Hốt yên cải tuế.,忽焉改歲。
"Vi lạc như hà,",爲樂如何，
Hữu tửu đương ca.,有酒當歌。
"Nhân chi vân viễn,",人之云遠，
Biệt nhật khổ đa.,別日苦多。
"Thiên địa gian,",天地間，
Nhân vi quý.,人為貴。
"Lập quân mục dân,",立君牧民，
Vị chi quỹ tắc.,為之軌則。
"Xa triệt mã tích,",車轍馬跡，
Kinh vĩ tứ cực.,經緯四極。
"Truất trắc u minh,",黜陟幽明，
Lê thứ phồn tức.,黎庶繁息。
"Ư thước hiền thánh,",於鑠賢聖，
Tổng thống bang vực.,總統邦域。
"Phong kiến ngũ tước,",封建五爵，
"Tỉnh điền, hình ngục.",井田刑獄。
"Hữu phần đan thư,",有燔丹書，
Vô phổ xá thục.,無普赦贖。
"Cao Đào phủ hầu,",皋陶甫侯，
Hà hữu thất chức.,何有失職。
"Ta tai hậu thế,",嗟哉後世，
Cải chế dịch luật.,改制易律。
"Lao dân vị quân,",勞民為君，
Dịch phú kỳ lực.,役賦其力。
"Thuấn tất thực khí,",舜漆食器，
Bạn giả thập quốc.,畔者十國。
"Bất cập Đường Nghiêu,",不及唐堯，
Thái chuyên bất chước.,采椽不斫。
"Thế thán Bá Di,",世嘆伯夷，
Dục dĩ lệ tục.,欲以厲俗。
"Xỉ ác chi đại,",侈惡之大，
Kiệm vi cộng đức.,儉為共德。
"Hứa Do thôi nhượng,",許由推讓，
Khởi hữu tụng khúc?,豈有訟曲？
"Kiêm ái, thượng đồng,",兼愛尚同，
Sơ giả vi thích.,疏者為戚。
"Yêu yêu viên đào,",夭夭園桃，
Vô tử không trường.,無子空長。
"Hư mỹ nan giá,",虛美難假，
Thiên luân bất hành.,偏輪不行。
"Hoài Âm ngũ hình,",淮陰五刑，
Điểu tận cung tàng.,鳥盡弓藏。
"Bảo thân tồn danh,",保身存名，
Độc hữu Tử Phòng.,獨有子房。
"Đại phẫn bất thâu,",大憤不收，
Bao y vô đới.,褒衣無帶。
"Đa ngôn quả thành,",多言寡誠，
Chi linh sự bại.,祗令事敗。
"Tô Tần chi thuyết,",蘇秦之說，
Lục quốc dĩ vong.,六國已亡。
"Khuynh trắc mại chúa,",傾側賣主，
Xa liệt cố đương.,車裂固當。
"Hiền hĩ Trần Chẩn,",賢矣陳軫，
Trung nhi hữu mưu.,忠而有謀。
"Sở Hoài bất tòng,",楚懷不從，
Hoạ tốt bất cứu.,禍卒不救。
"Hoạ phu Ngô Khởi,",禍夫吳起，
Tri tiểu mưu đại.,知小謀大。
"Tây Hà hà kiện,",西河何健，
Phục thi hà liệt.,伏尸何劣。
"Ta bỉ Quách sinh,",嗟彼郭生，
Cổ chi nhã nhân!,古之雅人！
"Trí hĩ Yên Chiêu,",智矣燕昭，
Khả vị đắc thần.,可謂得臣。
"Nga nga Trọng Liên,",峨峨仲連，
"Tề chi cao sĩ,",齊之高士，
"Bắc từ thiên kim,",北辭千金，
Đông đạo thương hải.,東蹈滄海。
"Sơn yên nùng uất,",山煙濃鬱，
Hải ba xung dung.,海波沖瀜。
"Tiên công ấm trạch,",先公蔭澤，
Dữ vi vô cùng.,與為無窮。
"Di ái tư phổ,",遺愛斯普，
Âu đức tụng công.,謳德頌功。
"Lê viên tử đệ,",梨園子弟，
Thẩn tại bình mông.,矧在帡幪。
"Sự biến hà thường,",事變何常，
Bỉnh hiếu tắc đồng.,秉好則同。
"Hiên nga thế từ,",軒峨世祠，
Khai trương cố chỉ.,開張故址。
"Chiếu minh huân hao,",照明焄蒿，
Trắc giáng duy thuỷ.,陟降維始。
"Trở đậu vi báo,",俎豆為報，
Ngô nhân vĩnh thỉ.,吾人永矢。
"Miếu nhạc ung ung,",廟樂雍雍，
Tái ca tái xuý.,載歌載吹。
"Thoả chi hựu chi,",妥之侑之，
Khang thường tích chỉ.,康常錫祉。
"Hồng hộc cao phi,",鴻鵠高飛，
Nhất cử thiên lý.,一舉千里。
"Vũ cách dĩ tựu,",羽翮已就，
Hoành tuyệt tứ hải.,橫絕四海。
"Hoành tuyệt tứ hải,",橫絕四海，
Đương khả nại hà!,當可奈何！
"Tuy hữu tăng chước,",雖有繒繳，
Thượng an sở thi!,尚安所施！
"Hữu cú vô cú,",有句無句，
Đằng khô thụ đảo.,藤枯樹倒。
"Kỷ cá nạp tăng,",幾個衲僧，
"Chàng đầu hạp não,",撞頭嗑腦。
"Hữu cú vô cú,",有句無句，
Thể lộ kim phong.,體露金風。
Căng già sa số.,兢伽沙數，
Phạm nhẫn thương phong.,犯刃傷鋒。
Hữu cú vô cú,有句無句，
Lập tông lập chỉ.,立宗立旨。
"Đả ngoã toàn quy,",打瓦鑽龜，
Đăng sơn thiệp thuỷ.,登山涉水。
"Hữu cú vô cú,",有句無句，
Phi hữu phi vô.,非有非無。
"Khắc chu cầu kiếm,",刻舟求劍，
Sách ký án đồ.,索驥按圖。
"Hữu cú vô cú,",有句無句，
Hỗ bất hồi hỗ.,互不回互。
"Lạp tuyết hài hoa,",笠雪鞋花，
Thủ chu đãi thố.,守株待兔。
"Hữu cú vô cú,",有句無句，
Tự cổ tự kim.,自古自今。
"Chấp chỉ vong nguyệt,",執指忘月，
Bình địa lục trầm.,平地陸沉。
"Hữu cú vô cú,",有句無句，
Như thị như thị.,如是如是。
"Bát tự đả khai,",八字打開，
Toàn vô ba tị.,全無巴鼻。
"Hữu cú vô cú,",有句無句，
Cố tả cố hữu.,顧左顧右。
"A thích thích địa,",阿刺刺地，
Náo quát quát địa.,鬧聒聒地。
"Hữu cú vô cú,",有句無句，
Điêu điêu đát đát.,忉忉怛怛。
"Tiệt đoạn cát đằng,",截斷葛藤，
Bỉ thử khoái hoạt.,彼此快活。
"Hữu tửu, hữu tửu,",有酒有酒，
Châm chi chước chi.,斟之酌之。
"Chúng nhân giai mính,",眾人皆酩，
Ngã tỉnh hà vi.,我醒何為。
"Phiên phiên kỳ tâm,",翩翩其心，
Du du thuỳ ti.,悠悠誰思。
"Trầm ưu uất kết,",沉憂鬱結，
Nhi vô kiến thi.,而無見詩。
"Tự thiếu cô tiện,",自少孤賤，
Duy huynh thị y.,惟兄是依。
"Nhất triều quyết tuyệt,",一朝決絕，
Kiết nhiên cư ly.,恝然居離。
"Hà như đương sơ,",何如當初，
Bất tiện tương tri.,不便相知。
"Nhân sinh tại thế,",人生在世，
Đa thử khổ bi.,多此苦悲。
"Bồng lai hữu vô,",蓬萊有無，
Đào nguyên thị phi.,桃源是非。
"Tri âm bất dị,",知音不易，
Diệc dĩ yên nhi.,亦已焉而。
"Công vô độ hà,",公無渡河，
Công cánh độ hà.,公竟渡河。
"Truỵ hà nhi tử,",墜河而死，
Đương nại công hà!,當奈公何！
"Phúc thuỷ thanh thanh,",福水清清，
Thế đốc hiền anh.,世篤賢英。
"Ân tư cần tư,",恩斯勤斯，
Úc tử vu thành.,勗子于成。
"Duy ngô phu tử,",維吾夫子，
Ân uý tiềm hinh.,恩慰潜馨。
"Duy hiếu duy nghĩa,",惟孝惟義，
Bất nhược kỳ hành.,不若其行。
"Tiên thu hoàng cảnh,",先秋遑警，
Học thần đề binh.,學臣提兵。
"Tại sư nguyên khải,",在師元啟，
Tập khảm nhi hanh.,習坎而亨。
"Đế gia hiếu nghĩa,",帝嘉好義，
Liệt chi cửu khanh.,列之九卿。
"Hoàng hoàng cổn tảo,",惶惶袞藻，
Trung thần dĩ vinh.,忠臣以榮。
"Bách niên tầm bật,",百年尋弼，
Thiên thu hãn thanh.,千秋汗青。
"Phu cẩu vi thiện,",夫苟為善，
Tuy hối tất minh.,雖晦必明。
"Phàm ngã thân chích,",凡我親炙，
Kính thị tư minh.,敬視斯銘。
"Hữu mỹ nhất nhân,",有美一人，
Bị phục tiêm la.,被服纖羅。
"Yêu tư diễm lệ,",妖姿艷麗，
Ống nhược xuân hoa.,蓊若春華。
"Hồng nhan vĩ diệp,",紅顏韡燁，
Vân kế tha nga.,雲髻嵯峨。
"Đàn cầm phủ tiết,",彈琴撫節，
Vị ngã huyền ca.,為我弦歌。
"Thanh trọc tề quân,",清濁齊均，
Ký lượng thả hoà.,既亮且和。
"Thủ lạc kim nhật,",取樂今日，
Hoàng tuất kỳ tha.,遑卹其它。
"Chủng chủng hư nguỵ,",種種虛偽，
Vô pháp khả đắc.,無法可得。
"Bệnh nhãn không hoa,",病眼空花，
Vọng phân nam bắc.,妄分南北。
"Dã bất tạo ác,",也不造惡，
Dã bất tu thiện.,也不修善。
"Thuỵ lai đả miên,",睡來打眠，
Cơ lai khiết phạn.,饑來喫飯。
"Tòng tha nhiễu nhiễu,",從他擾擾，
Nhậm nhĩ phân phân.,任爾紛紛。
"Nguyên lai y cựu,",元來依舊，
Thái vũ chủ nhân.,泰宇主人。
"Nhân sinh bách nghệ,",人生百藝，
Văn học vi tiên.,文學為先。
"Nho sĩ thị trân,",儒士是珍，
Thi thư thị bảo.,詩書是寶。
"Cổ giả thánh hiền,",古者聖賢，
Dịch tử nhi giáo.,易子而教。
"Đức hạnh thuần hoà,",德行純和，
Trạch vi sư hữu.,擇為師友。
"Dưỡng nhi bất giáo,",養而不教，
Nãi phụ chi quá.,乃父之過。
"Giáo nhi bất nghiêm,",教而不嚴，
Nãi sư chi noạ.,乃師之惰。
"Học vấn bất cần,",學問不勤，
Nãi tử chi ác.,乃子之惡。
"Hậu tòng tiên giác,",後從先覺，
Giám cổ tri kim.,鑑古知今。
"Học hữu tam tâm,",學有三心，
Bất khả thất nhất.,不可失一。
"Phụ mẫu hậu thật,",父母厚實，
Tử học cần mẫn.,子學勤敏。
"Nghiêm sư tác thành,",嚴師作成，
Nhân hữu tam tình.,人有三情。
"Khả sự như nhất,",可事如一，
Phi phụ bất sinh.,非父不生。
"Phi quân bất vinh,",非君不榮，
Phi sư bất thành.,非師不成。
"Hữu đạo đức giả,",有道德者，
Tử tôn thông minh.,子孫聰明。
"Vô đạo đức giả,",無道德者，
Tử tôn ngu muội.,子孫愚昧。
"Dưỡng nam bất giáo,",養男不教，
Bất như dưỡng lư.,不如養驢。
"Dưỡng nữ bất giáo,",養女不教，
Bất như dưỡng trư.,不如養豬。
"Huấn đạo chi sơ,",訓導之初，
Tiên thủ lễ pháp.,先守禮法。
"Bất tri vấn đáp,",不知問答，
Thị vi ngu si.,是為愚癡。
"Bất giáo nhi thiện,",不教而善，
Phi Thánh nhi hà.,非聖而何。
"Giáo nhi hậu thiện,",教而後善，
Phi Hiền nhi hà.,非賢而何。
"Giáo diệc bất thiện,",教亦不善，
Phi ngu nhi hà.,非愚而何。
"Khốn nhi tri chi,",困而知之，
Phi trí nhi hà.,非智而何。
"Hữu điền bất canh,",有田不耕，
Thương lẫm không hư.,倉廩空虛。
"Hữu thư bất giáo,",有書不教，
Tử tôn ngoan ngu.,子孫頑愚。
"Thương lẫm không hề,",倉廩空兮，
Tuế thời phạp thực.,歲時乏食。
"Tử tôn ngu hề,",子孫愚兮，
Lễ nghĩa toàn vô.,禮義全無。
"Phàm nhân bất học,",凡人不學，
Minh như dạ hành.,冥如夜行。
"Thính thi như tủng,",聽詩如聳，
Vọng tự như manh.,望字如盲。
"Ấu nhi cần học,",幼而勤學，
Trưởng tắc thi hành.,長則施行。
"Chính tâm tu thân,",正心修身，
Tề gia trị quốc.,齊家治國。
"Sĩ tu ư gia,",士修於家，
Tự hương nhi quốc.,自鄉而國。
"Khoa mục triêu tước,",科目朝爵，
Hữu độc thư nhân.,有讀書人。
"Bần nhi cần học,",貧而勤學，
Khả dĩ lập thân.,可以立身。
"Phú nhi cần học,",富而勤學，
Ích vinh kỳ danh.,益榮其名。
"Khai quyển hữu ích,",開卷有益，
Chí giả cánh thành.,志者竟成。
"Bác học quảng vấn,",博學廣問，
Kỳ trí ích minh.,其智益明。
"Bất sỉ hạ vấn,",不恥下問，
Nghĩa lý ích tinh.,義理益精。
"Độc học vô hữu,",獨學無友，
Cô lậu quả văn.,孤陋寡聞。
"Nhân hữu ngũ luân,",人有五倫，
Cương thường vi thủ.,綱常為首。
"Bất tri cương thường,",不知綱常，
Hà dị cầm thú.,何異禽獸。
"Phong nghĩ hữu chủ,",蜂蟻有主，
Huống ư nhân hồ.,況於人乎。
"Tam cương cửu trù,",三綱九疇，
Cổ kim bất dịch.,古今不易。
"Vi quân chỉ kính,",為君止敬，
Vi thần chỉ trung.,為臣止忠。
"Vi phụ chỉ từ,",為父止慈，
Vi tử chỉ hiếu.,為子止孝。
"Vi huynh chỉ ái,",為兄止愛，
Vi đệ chỉ cung.,為弟止恭。
"Vi phu chỉ hoà,",為夫止和，
Vi phụ chỉ thuận.,為婦止順。
"Bằng hữu chỉ tín,",朋友止信，
Trưởng ấu chỉ khiêm.,長幼止謙。
"Hương đảng chỉ hoà,",鄉黨止和，
Lân bàng chỉ nhượng.,鄰旁止讓。
"Hành giả nhượng lộ,",行者讓路，
Canh giả nhượng bạn.,耕者讓畔。
"Quá khuyết tắc hạ,",過闕則下，
Quá miếu tắc xu.,過廟則趨。
"Xuất nhập khởi cư,",出入起居，
Phi lễ bất chỉnh.,非禮不整。
"Ngôn ngữ ẩm thực,",言語飲食，
Phi lễ bất túc.,非禮不肅。
"Tu thân quả dục,",修身寡欲，
Cần kiệm tề gia.,勤儉齊家。
"Cấm chỉ xa hoa,",禁止賒華，
Tu phòng hậu dụng.,須防後用。
"Đắc vinh tư nhục,",得榮思辱，
Cư an lự nguy.,居安慮危。
"Đạo cao đức trọng,",道高德重，
Bất sỉ tệ y.,不恥弊衣。
"Tích cốc phòng cơ,",積穀防饑，
Tích y phòng hàn.,積衣防寒。
"Kiệm tắc thường túc,",儉則常足，
Tĩnh tắc thường an.,靜則常安。
"Cẩn bị phòng gian,",謹備防姦，
Dưỡng tử phòng lão.,養子防老。
"Sự thân ký hiếu,",事親既孝，
Tử diệc hiếu chi.,子亦孝之。
"Phụng dưỡng lễ nghi,",奉養禮儀，
Mạc tị ô uế.,莫避污穢。
"Phụ mẫu tại đường,",父母在堂，
Bất khả viễn du.,不可遠遊。
"Thân thể phát phu,",身體髮膚，
Thụ chi phụ mẫu.,受之父母。
"Bất cảm huỷ thương,",不敢毀傷，
Hiếu chi thuỷ dã.,孝之始也。
"Lập thân hành đạo,",立身行道，
Dương danh ư hậu.,揚名於後。
"Dĩ hiển phụ mẫu,",以顯父母，
Hiếu chi chung dã.,孝之終也。
"Dục hoà thượng hạ,",欲和上下，
Nhẫn tự vi tiên.,忍字為先。
"Quân thần nhẫn chi,",君臣忍之，
Quốc thế bảo toàn.,國勢保全。
"Phụ tử nhẫn chi,",父子忍之，
Tự toàn kỳ đạo.,自全其道。
"Huynh đệ nhẫn chi,",兄弟忍之，
Gia trung vô hại.,家中無害。
"Phu phụ nhẫn chi,",夫婦忍之，
Linh tử bất cô.,令子不孤。
"Bằng hữu nhẫn chi,",朋友忍之，
Kỳ tình bất sơ.,其情不疏。
"Tự thân nhẫn chi,",自身忍之，
Nhân nhân ái lạc.,人人愛樂。
"Gia trung đổ bác,",家中賭博，
Nam nữ giai ác.,男女皆惡。
"Gia trung hữu cầm,",家中有琴，
Nữ tử tất dâm.,女子必淫。
"Gia trung hữu kỳ,",家中有棋，
Nam tử tất suy.,男子必衰。
"Gia trung hữu chế,",家中有制，
Nam nữ thủ lễ.,男女守禮。
"Sự vô đại tiểu,",事無大小，
Vô đắc tranh hành.,無得爭衡。
"Tài sản phân minh,",財產分明，
Cung cấp quần chúng.,供給群眾。
"Mạc thụ châu ngọc,",莫受珠玉，
Ái tử tôn hiền.,愛子孫賢。
"Hoà mục vi tiên,",和睦為先，
Thành vi mỹ tục.,誠為美俗。
"Hôn nhân trạch phối,",婚姻擇配，
Tiên tế gia phong.,先齊家風。
"Thanh khiết khuê phòng,",清潔閨房，
Chủ quỹ tần tảo.,主饋蘋藻。
"Quả ngôn cẩn hậu,",寡言謹厚，
Chấp thuận xướng tuỳ.,執順唱隨。
"Đức hạnh biểu nghi,",德行表儀，
Bất tu nhan sắc.,不須顏色。
"Tử hiền mẫu đức,",子賢母德，
Nữ xuất cung phi.,女出宮妃。
"Tử hiếu tôn từ,",子孝孫慈，
Thê hiền tử quý.,妻賢子貴。
"Nghiệt thê bại tự,",孽妻敗嗣，
Đố phụ loạn gia.,妒婦亂家。
"Xảo quyệt thị tà,",巧譎是邪，
Kiêu ngoa thị trá.,驕訛是詐。
"Phụ nhân nội trợ,",婦人內助，
Thịnh suy chi do.,盛衰之由。
"Hiền nữ kính phu,",賢女敬夫，
Si nhân uý phụ.,癡人畏婦。
"Bất chính chi nữ,",不正之女，
Tu dĩ vi thê.,羞以為妻。
"Bất trung chi nhân,",不忠之人，
Tu dĩ vi thần.,羞以為臣。
"Sĩ chi thủ tiết,",士之守節，
Do nữ thủ thân.,猶女守身。
"Hiền thê gia bảo,",賢妻家寶，
Hiền thần quốc trân.,賢臣國珍。
"Nam quý trung cần,",男貴忠勤，
Nữ quý trinh thuận.,女貴貞順。
"Giáo phụ sơ lai,",教婦初來，
Giáo tử anh hài.,教子嬰孩。
"Dục bất khả túng,",慾不可縱，
Dục túng thành tai.,慾縱成災。
"Lạc bất khả cực,",樂不可極，
Lạc cực sinh ai.,樂極生哀。
"Nữ vật tham tài,",女勿貪財，
Nam vật tham sắc.,男勿貪色。
"Sắc dị sát nhân,",色易殺人，
Tài dị sát thân.,財易殺身。
"Thuật trá di chi,",術詐遺之，
Tử tôn giả vong.,子孫者亡。
"Đạo đức di chi,",道德遺之，
Tử tôn giả xương.,子孫者昌。
"Bản cố chi trường,",本固枝長，
Lưu truyền vạn đại.,流傳萬代。
"Bất hiếu giả tam,",不孝者三，
Vô hậu vi đại.,無後為大。
"Hữu thân bất ái,",有親不愛，
Hữu huynh bất kính.,有兄不敬。
"Cầu kỳ đệ thính,",求其弟聽，
Khởi khả đắc hồ.,豈可得乎。
"Tử quả hiền hỹ,",子果賢矣，
Kim tuy bần tiện.,今雖貧賤。
"Hậu tất phú quý,",後必富貴，
Tử bất tiếu hỹ.,子不肖矣。
"Kim tuy phú quý,",今雖富貴，
Hậu tất bần tiện.,後必貧賤。
"Cốt nhục bần giả,",骨肉貧者，
Tình bất khả sơ.,情不可疏。
"Tha nhân phú giả,",他人富者，
Tâm bất khả ố.,心不可惡。
"Thủ trọng ư nhân,",取重於人，
Thị trọng kỳ thân.,是重其身。
"Mạc hiệu tiểu nhân,",莫效小人，
Ố nhân thắng kỷ.,惡人勝己。
"Khả hiệu quân tử,",可效君子，
Thành nhân chi mỹ.,成人之美。
"Cẩu vô dã nhân,",苟無野人，
Mạc dưỡng quân tử.,莫養君子。
"Cẩu vô quân tử,",苟無君子，
Mạc trị dã nhân.,莫治野人。
"Cư tất trạch lân,",居必擇鄰，
Giao tất trạch hữu.,交必擇友。
"Hoạn nạn tương cứu,",患難相救，
Quá thất tương quy.,過失相規。
"Dụng nhân vật nghi,",用人勿疑，
Nghi nhân vật dụng.,疑人勿用。
"Dụng nhân bất cẩn,",用人不謹，
Hại tuỳ nhi chí.,害隨而至。
"Tiểu nhân thất ý,",小人失意，
Khởi vi cừu thù.,起為仇讎。
"Tiểu nhân tự kiêu,",小人自驕，
Thị tài căng kỷ.,恃才矜己。
"Vô ố tiểu nhân,",無惡小人，
Thị vi quân tử.,是為君子。
"Tài thượng phân minh,",財上分明，
Thị vi trượng phu.,是為丈夫。
"Bần nhi vô siểm,",貧而無諂，
Phú nhi vô kiêu.,富而無驕。
"Thanh bần thường lạc,",清貧常樂，
Trọc phú đa ưu.,濁富多憂。
"Vật thị phú quý,",勿恃富貴，
Tự khinh kỳ bần.,自輕其貧。
"Thị phú khinh bần,",恃富輕貧，
Thủ tiền lỗ nhĩ.,守錢虜耳。
"Cùng nhân vật mạ,",窮人勿罵，
Cùng khấu vật truy.,窮寇勿追。
"Điểu cùng tắc phi,",鳥窮則飛，
Khuyển cùng tắc phệ.,犬窮則吠。
"Nhân tham tài tử,",人貪財死，
Điểu tham thực vong.,鳥貪食亡。
"Cơ hàn thiết thân,",饑寒切身，
Bất cố liêm sỉ.,不顧廉恥。
"Tự tiên trách kỷ,",自先責己，
Nhi hậu trách nhân.,而後責人。
"Hàm huyết phún nhân,",含血噴人，
Tiên ô ngã khẩu.,先污我口。
"Ác ngôn xuất khẩu,",惡言出口，
Hung thần giám lâm.,凶神監臨。
"Thiện niệm vu tâm,",善念于心，
Cát thần tự hiện.,吉神自現。
"Tích thiện phùng thiện,",積善逢善，
Tích ác phùng ác.,積惡逢惡。
"Tử tế tư lường,",仔細思量，
Thiên địa bất thác.,天地不錯。
"Nhân hậu ngộ hậu,",仁厚遇厚，
Xứ xứ tương phùng.,處處相逢。
"Mưu thâm hoạ thâm,",謀深禍深，
Oan oan tương báo.,冤冤相報。
"Nhược trì bất báo,",若遲不報，
Thời thần vị đáo.,時辰未到。
"Chủng qua đắc qua,",種瓜得瓜，
Chủng đậu đắc đậu.,種豆得豆。
"Thiên võng khôi khôi,",天網恢恢，
Sơ nhi bất lậu.,疏而不漏。
"Hoàng thiên bất phụ,",皇天不負，
Hữu độc thư nhân.,有讀書人。
"Hoàng thiên bất phụ,",皇天不負，
Hữu đạo tâm nhân.,有道心人。
"Hoàng thiên bất phụ,",皇天不負，
Hữu hảo tâm nhân.,有好心人。
"Thương nhân chi ngữ,",傷人之語，
Phản thương kỳ thân.,反傷其身。
"Dụng tâm bất lương,",用心不良，
Khởi vô quả báo.,豈無果報。
"Phụ mẫu hành ác,",父母行惡，
Di hoạ tử tôn.,遺禍子孫。
"Hoạ phúc vô môn,",禍福無門，
Duy nhân sở triệu.,惟人所召。
"Dục tri hoạ phúc,",欲知禍福，
Tiên khán tử tôn.,先看子孫。
"Tự gia nhi tri,",自家而知，
Hà tất vấn thuỳ.,何必問誰。
"Khắc thâm thái thậm,",刻深太甚，
Trầm bệnh nan y.,沉病難醫。
"Mưu lự đa tư,",謀慮多思，
Tinh thần lao kiệt.,精神勞竭。
"Âm mưu giá hoạ,",陰謀嫁禍，
Âm hữu quỷ thần.,暗有鬼神。
"Ích kỷ hại nhân,",益己害人，
Minh hữu vương hiến.,明有王憲。
"Nhân tâm như thiết,",人心如鐵，
Quan pháp như lự.,官法如鑢。
"Văn pháp bất cô,",文法不孤，
Sát nhân giả tử.,殺人者死。
"Nhân vô viễn lự,",人無遠慮，
Tất hữu cận ưu.,必有近憂。
"Cẩn tắc vô ưu,",謹則無憂，
Nhẫn tắc vô nhục.,忍則無辱。
"Nhân gian tù ngục,",人間囚獄，
Hoàn thị vô lương.,還是無良。
"Thiên hạ công hầu,",天下公侯，
Giai do hữu đức.,皆由有德。
"Cận chu giả xích,",近硃者赤，
Cận mặc giả hắc.,近墨者黑。
"Hiền đức chi nhân,",賢德之人，
Thân nhi cận chi.,親而近之。
"Chung tự hữu ích,",終自有益，
Hung ác chi nhân.,凶惡之人。
"Xích nhi viễn chi,",斥而遠之，
Tự miễn hoạ loạn.,自免禍亂。
"Ái hiền như lan,",愛賢如蘭，
Uý ác như hổ.,畏惡如虎。
"Thành trung thất hoả,",城中失火，
Hoạ cập trì ngư.,禍及池魚。
"Nguy bang bất nhập,",危邦不入，
Loạn bang bất cư.,亂邦不居。
"Binh cách chi gian,",兵革之間，
Thủ thân vi đại.,守身為大。
"Tiểu lợi nhược tham,",小利若貪，
Bất thành đại sự.,不成大事。
"Tiểu sự bất nhẫn,",小事不忍，
Tất loạn đại mưu.,必亂大謀。
"Lợi bất khả độc,",利不可獨，
Độc lợi tắc ly.,獨利則離。
"Mưu bất khả chúng,",謀不可眾，
Chúng mưu tắc tiết.,眾謀則泄。
"Thành sự bất thuyết,",成事不說，
Ý mạc cưỡng cầu.,意莫強求。
"Nhân vô vọng giao,",人無妄交，
Túc vô vọng tẩu.,足無妄走。
"Thực vô cầu bão,",食無求飽，
Cư vô cầu an.,居無求安。
"Vô khởi tranh đoan,",無起爭端，
Vô đấu khẩu thiệt.,無鬥口舌。
"Ư ngã thiện giả,",於我善者，
Ngã diệc thiện chi.,我亦善之。
"Ư ngã ác giả,",於我惡者，
Ngã diệc thiện chi.,我亦善之。
"Ngã hữu thiện niệm,",我有善念，
Thiên tất tuỳ chi.,天必隨之。
"Bỉ ký vi ác,",彼既為惡，
Hữu ác nhân trị.,有惡人治。
"Văn nhân chi ác,",聞人之惡，
Khẩu bất đắc ngôn.,口不得言。
"Văn nhân chi báng,",聞人之謗，
Tâm bất túc nộ.,心不足怒。
"Ác nhân vật mạ,",惡人勿罵，
Cùng nhân vật ngôn.,窮人勿言。
"Nhược tranh đấu gian,",若爭鬥間，
Thị vô trí lư.,是無智慮。
"Quân tử cẩn ngôn,",君子謹言，
Thận kỳ ngôn ngữ.,慎其言語。
"Bất can kỷ sự,",不干己事，
Mạc khả đương đầu.,莫可當頭。
"Vô ích chi ngôn,",無益之言，
Tự hưu trước khẩu.,自休著口。
"Quả ngôn trạch giao,",寡言擇交，
Đa ngôn vật kết.,多言勿結。
"Đa ngôn thị quyệt,",多言是譎，
Quả ngôn thị trung.,寡言是忠。
"Nhất ngôn bất tín,",一言不信，
Thiên ngôn vô dụng.,千言無用。
"Sàm ngôn vật tín,",讒言勿信，
Phản gian vật hành.,反間勿行。
"Khứ thực khứ binh,",去食去兵，
Tín bất khả khứ.,信不可去。
"Thính kỳ ngôn ngữ,",聽其言語，
Quan kỳ mâu tử.,觀其眸子。
"Bạch nhãn giả hung,",白眼者凶，
Hắc nhãn giả thiện.,黑眼者善。
"Hữu tâm vô tướng,",有心無相，
Tướng tuỳ tâm sinh.,相隨心生。
"Hữu tướng vô tâm,",有相無心，
Tướng tòng tâm diệt.,相從心滅。
"Thuận đức giả xương,",順德者昌，
Nghịch đức giả vong.,逆德者亡。
"Thiệt nhu năng tồn,",舌柔能存，
Xỉ cương tắc chiết.,齒剛則折。
"Quân tử ngộ bần,",君子遇貧，
