vi,cn
"Chỉnh đại giá dĩ hồi kinh, tân hồ tương nhi nghinh quĩ.",整大駕以回京，繽壺漿而迎餽。
"Chỉ huy nhi yêu nghiệt nghinh hàng, đàm tiếu nhi hung đồ tống tử.",指揮而妖孽迎降，談笑而兇徒送死。
"Tẩy lục hợp chi tinh chiên, đãng cung đình chi phân ế.",洗六合之腥羶，蕩宮庭之氛翳。
"Huyền nhật nguyệt ư trung thiên, điện phi cơ ư vạn thế.",懸日月於中天，奠丕基於萬世。
"Nhiên hậu tri: Nghệ Hoàng vi tư trấn, an năng chí thành công chi nguy nguy;",然後知：藝皇微斯鎮，安能至成功之巍巍；
"Tư trấn vi Nghệ Hoàng, an năng xứng gia danh chi vĩ vĩ tai!",斯鎮微藝皇，安能稱嘉名之煒煒哉！
Ô hô! Y hi!,嗚呼！噫嘻！
"Vân Sạn oanh vu, Kiếm Các khung sùng, tuy túc dĩ thoát Minh Hoàng chi nạn, nhi Ngọc Luỹ yêm lưu, bất năng hồi Đường triệt nhi đông;",雲棧縈紆，劍閣穹崇，雖足以脫明皇之難，而玉纍淹流，不能回唐轍而東；
"Hào Lũng hiểm trở, Lạc Dương thích trung, tuy túc dĩ chí Bình Vương chi hạnh, nhi ngũ thành tự tiểu, bất năng phản Kỳ Chu chi Phong.",淆隴險阻，洛陽適中，雖足以至平王之幸，而五城自小，不能返岐周之封。
"Nhiên hậu tri: Nghệ Hoàng chi công, Thiên Hưng chi trấn, lịch vạn thế nhi mạc dữ chi thất mỹ nhi tỷ long dã.",然後知：藝皇之功，天興之鎮，歷萬世而莫與之匹美而比隆也。
Nãi bái thủ khể thủ nhi vi chi ca viết:,乃拜手稽首而為之歌曰：
"Tráng tai Thiên Hưng, vi Nam phương chi biểu cực hề.",壯哉天興，為南方之表極兮。
"Khải ngã hoàng đồ thuỳ thiên ức hề,",啟我皇圖垂千憶兮，
"Ô duy Nghệ Hoàng, bất thị hiểm nhi thị đức hề.",於維藝皇，不恃險而恃德兮。
"Dã hấp, dã tịch:",也翕，也闢；
"Hà lự, hà tư?",何慮，何思？
Cái đào chú chi do mệnh;,蓋陶鑄之由命；
Khởi trí lực chi năng vi?,豈智力之能為？
"Thiên quân thái nhiên, tuân đạo hồ vô phản vô trắc;",天君泰然，遵道乎無反無側；
"Thượng đế lâm nhữ, thuận tắc ư bất thức bất tri.",上帝臨汝，順則於不識不知。
Hà vi thiên?,何為天？
Hạo hạo vô ngân;,浩浩無垠；
Dương dương tuấn cực.,洋洋峻極。
Vân hành vũ thí các lưu hình;,雲行雨施各流形；
Nhật vãng nguyệt lai vô hưu tức.,日往月來無休息。
"Cổ chú cơ giam mặc vận, thảm tắc vạn vật giai thảm, thư tắc vạn vật giai thư;",鼓鑄機緘默運，慘則萬物皆慘，舒則萬物皆舒；
"Phát sinh đạo lí tự nhiên, bạch giả vạn cổ thường bạch, hắc giả vạn cổ thường hắc.",發生道理自然，白者萬古常白，黑者萬古常黑。
Hà vị thiên quân?,何謂天君？
Linh đài oánh tĩnh;,靈臺瑩靜；
Hư thất linh lung.,虛室玲瓏。
"Vô ý, tất, cố, ngã;",無意，必，固，我；
"Tri cương, nhu, biến, thông.",知剛，柔，變，通。
"Dụng tắc hành, xả tắc tàng, xuất, xử, ngữ, mặc, giai thông hồ thời nghĩa;",用則行，舍則藏，出，處，語，黙，皆通乎時義；
"Ngôn chi tín, hành chi quả, tử, sinh, kinh, cụ, bất nhập hồ hung trung.",言之信，行之果，死，生，驚，懼，不入乎胸中。
Cố quân tử:,故君子：
Tri sở thao trì;,知所操持；
Tại tư trừu dịch.,在茲紬繹。
Ung ung dĩ nhạ giai giai;,雍雍以迓喈喈；
Đãng đãng nhi vô thích thích.,蕩蕩而無戚戚。
"Cung kính nhi sự thượng, như phong tòng hổ, vân tòng long;",恭敬而事上，如風從虎，雲從龍；
"Minh triết dĩ bảo thân, vô cứ vu lê, khốn vu thạch.",明哲以保身，毋據于藜，困于石。
Nãi năng:,乃能：
Cát vô bất lợi;,吉無不利；
Động võng phất tàng.,動罔弗藏。
Khả dĩ nhậm trọng trí viễn;,可以任重致遠；
Ư yên thụ chỉ phát tường.,於焉受祉發祥。
"Hưởng quân tử chi bị phúc, hoàn quân tử chi lệnh danh, Thiên bảo: “Tỉ nhĩ tiển cốc”;",享君子之備福，完君子之令名，天保：「俾爾戩榖」；
"Cư thiên hạ chi quảng cư, hành thiên hạ chi đạt đạo, Hồng phạm: “Thân kỳ khang cường”.",居天下之廣居，行天下之達道，洪範：「身其康彊」。
Thí quan:,試觀：
Tái chư giản biên;,載諸簡編；
Túc vi giám giới.,足為監戒。
"Khuất Nguyên, Giới Tử, cô phẫn tự tường;",屈原，介子，孤憤自戕；
"Linh Vận, Hy Chi, khinh đầu thủ bại.",靈運，羲之，輕投取敗。
"Quách Phần Dương an nghĩa mệnh, trượng trung tín, thiếu quý, lão toàn;",郭汾陽安義命，仗忠信，少貴，老全；
"Lã Bình Chương xử đại sự bất hồ đồ, quốc an, gia thái.",呂平章處大事，不糊塗，國安，家泰。
Cư ngô ngữ tử:,居吾語子：
Vi thần bất dị;,為臣不易；
Hành lộ thậm nan.,行路甚難。
Đầu giác tuy vân ngang tủng;,頭角雖云昂聳；
Mấn mao hốt dĩ thương ban.,鬢髦忽已蒼班。
"Thượng hạ vô thường, tiến thoái vô hằng, thả yếu cần hành bất tức;",上下無常，進退無恆，且要勤行不息；
"Tây nam vi di, đông bắc vi hiểm, tất tư thuận xử nãi an.",西南為夷，東北為險，必思順處乃安。
Thâm tư tai:,深思哉：
Thái Thanh nhất chung;,太清一鐘；
Đại yến tam tước.,大燕三爵。
Tu giác ngộ ư vị minh;,須覺悟於未明；
Vật trầm hàm nhi tự ngược.,勿沈酣而自虐。
"Thời suy di nhi biến hoá, luân đàn tuỳ dữ vãng lai;",時推移而變化，輪彈隨與往來；
"Cương đoản chiết nhu cửu trường, xỉ thiệt khởi tranh cường nhược.",剛短折柔久長，齒舌豈爭彊弱。
"Dư cái luận tính mệnh chi nhất đoan,",余蓋論性命之一端，
Nhược toàn thể xứ thượng do thương hải chi nhất thược!,若全體處，尚猶滄海之一勺！
"Y tích đế đình,",伊昔帝庭，
Hữu thần Cửu Linh.,有臣九齡。
"Hoài đan bão tố,",懷丹抱素，
Hàm hoa thổ anh.,含華吐英。
Động đạt hồ trị loạn chi lý; cảm thông hồ hiến thế chi thành.,洞達乎治亂之理；感通乎獻替之誠。
Nãi toản thuật kỳ hưng phế; dụ quyết giám chi thậm minh.,乃纂述其興廢；喻厥鑑之甚明。
Ư thị:,於是：
Vận ứng thiên thu; thần đương lệnh tiết.,運應千秋；辰當令節。
Y dư hưu tai; kỳ ý nhược viết:,猗歟休哉；其意若曰：
"Linh phinh quy hạc, khởi túc vi chúc thánh chi phù; đản mạn thần tiên, hồ khả ngữ trường sinh chi quyết.",竛竮龜鶴，豈足為祝聖之符；誕謾神仙，胡可語長生之訣。
Thị giám dã:,是鑑也：
Chí tinh chí minh; ký dung ký triệt.,至精至明；既融既徹。
Đạo đức quảng hồ quy mô; lễ nghĩa kiên hồ kim thiết.,道德廣乎規模；禮義堅乎金鐵。
Lẫm kỳ khí hề băng sương; bính kỳ văn hề nhật nguyệt.,凜其氣兮冰霜；炳其文兮日月。
Chiếu chi hôn giả khả sử minh; ma chi ngu giả khả sử triết.,照之昏者可使明；磨之愚者可使哲。
Nhân tái tả dĩ tái trình; dụng viên minh nhi viên khiết.,因載寫以載呈；用爰明而爰潔。
Phi độc quy mỹ ư ngô quân; nhi khả dĩ vi vạn thế chi quỹ triệt.,非獨歸美於吾君；而可以為萬世之軌轍。
Đãi phù:,迨夫：
Kim môn ký tịch; ngọc lậu sơ tàn.,金門既闢；玉漏初殘。
Tương nguỵ hội thê hàng chi vạn quốc; long trì la kiếm bội chi thiên quan.,象魏會梯杭之萬國；龍墀羅劍佩之千官。
Hải vũ khánh hồng lưu chi thuỵ; tung hô đằng điện nhiễu chi hoan.,海宇慶虹流之瑞；嵩呼騰電繞之驩。
Cửu Linh nãi:,九齡乃：
Nga quan bệ trắc; tấn hốt yêu gian,峨冠陛側；搢笏腰間。
Dung nghi nghiêm túc; bộ vũ thư nhàn.,容儀嚴肅；步武舒閒。
Gián quần thần ư triều liệt; hồi nhất cố ư uy nhan.,間群臣於朝列；回一顧於威顏。
"Ký suy thành nhi hiến giám; phục khể thủ nhi phi can,",既推誠而獻鑑；復稽首而披肝。
Thần ngôn minh hồ tự giám; thần tâm hách hề nhược đan.,臣言明乎似鑑；臣心赫兮若丹。
Chúng chính ư thị hồ chí thư nhi khí khoát; quần tà ư thị hồ đảm lạc nhi mao hàn.,眾正於是乎志舒而氣豁；群邪於是乎膽落而毛寒。
Cố năng:,故能：
"Truy tung Bính, Hàn; tịnh mỹ Diêu, Tống.",追蹤丙韓；並美姚宋。
Chiếu phát Phủ chi gian tà; động kiến Lộc chi tình trạng dã.,照發甫之奸邪；洞見祿之情狀也。
Nhiên thường quái:,然常怪：
"Thái Tông hữu Nguỵ Trưng nhi vi giám dã, hồ vi bất năng trí Trinh Quán tam thập niên chi thái bình; Minh Hoàng diệc hữu Cửu Linh vi giám dã, hồ vi bất cứu Thiên Bảo mạt niên chi điên chí.",太宗有魏徵而為鑑也，胡為不能致貞觀三十年之太平；明皇亦有九齡為鑑也，乎為不救天寶末年之顛躓。
Cố sở dụng chi như hà; thiết hữu cảm ư Lý Đường chi sự.,顧所用之如何；竊有感於李唐之事。
Phương kim:,方今：
Tường khai thuỵ đán; khánh diệp xương kỳ.,祥開瑞旦；慶葉昌期。
Vạn niên ức niên tỷ thọ; nhất nhật nhị nhật duy ky.,萬年億年俾壽；一日二日惟幾。
"Giám ư tiên vương, tắc hữu tổ tông chi thành hiến; giám ư vãng sự tắc hữu kỳ ngải chi quang huy.",鑑於先王則有祖宗之成憲；鑑於往事則有耆艾之光輝。
"Dĩ trị loạn vi giám giả, thục mỹ thục ác; dĩ đắc thất vi giám giả thục nghiên thục si.",以治亂為鑑者，孰美孰惡；以得失為鑑者，孰妍孰媸。
"Thử ngu thần sở dĩ khể thủ hiến Thiên thu giám giả, kỳ thiên tử kỳ giám vu tư.",此愚臣所以稽首獻千秋鑑者，期天子其鑑于茲。
"Âu Dương tử phương dạ độc thư, văn hữu thanh tự tây nam lai giả, tủng nhiên nhi thính chi, viết: “Dị tai! Sơ tích lịch dĩ tiêu táp, hốt bôn đằng nhi phanh vi; như ba đào dạ kinh, phong vũ sậu chí; kỳ xúc ư vật dã, thung thung tranh tranh, kim thiết giai minh; hựu như phó địch chi binh, hàm mai tật tẩu, bất văn hiệu lệnh, đãn văn nhân mã chi hành thanh.” Dư vị đồng tử: “Thử hà thanh dã? Nhữ xuất thị chi!” Đồng tử viết: “Tinh nguyệt hiệu khiết, minh hà tại thiên; tứ vô nhân thanh, thanh tại thụ gian.”",歐陽子方夜讀書，聞有聲自西南來者，悚然而聽之曰︰「異哉﹗初淅瀝以瀟颯，忽奔騰而砰湃；如波濤夜驚，風雨驟至；其觸於物也，鏦鏦錚錚，金鐵皆鳴；又如赴敵之兵，啣枚疾走，不聞號令，但聞人馬之行聲。」予謂童子︰「此何聲也？汝出視之﹗」童子曰︰「星月皎潔，明河在天；四無人聲，聲在樹間。」
"Dư viết: “Y hy! Bi tai! Thử thu thanh dã, hồ vi hồ lai tai! Cái phu thu chi vi trạng dã, kỳ sắc thảm đạm, yên phi vân liễm; kỳ dung thanh minh, thiên cao nhật tinh; kỳ khí lật liệt, biêm nhân cơ cốt; kỳ ý tiêu điều, sơn xuyên tịch liêu. Cố vi kỳ thanh dã, thê thê thiết thiết, hô hiệu phấn phát, phong thảo lục nhục nhi tranh mậu, giai mộc thông lung nhi khả duyệt, thảo phất chi nhi sắc biến, mộc tao chi nhi diệp thoát; kỳ sở dĩ tồi bại linh lạc giả, nãi nhất khí chi dư liệt.",予曰︰「噫嘻﹗悲哉﹗此秋聲也，胡為乎來哉﹗蓋夫秋之為狀也，其色慘淡，煙霏雲歛；其容清明，天高日晶；其氣慄冽，砭人肌骨；其意蕭條，山川寂寥。故為其聲也，淒淒切切，呼號奮發，豐草綠縟而爭茂，佳木蔥蘢而可悅，草拂之而色變，木遭之而葉脫；其所以摧敗零落者，乃一氣之餘烈。
"“Phù thu, hình quan dã, ư thì vi âm; hựu binh tượng dã, ư hành vi kim. Thị vị thiên địa chi nghĩa khí, thường dĩ túc sát nhi vi tâm. Thiên chi sinh vật, xuân sinh thu thực, cố kỳ tại lạc dã, thương thanh chủ tây phương chi âm, di tắc vi thất nguyệt chi luật. Thương thương dã, vật ký lão nhi bi thương; di lục dã, vật quá thịnh nhi đương sát.",「夫秋、刑官也，於時為陰；又兵象也，於行為金。是謂天地之義氣，常以肅殺而為心。天之生物，春生秋實，故其在樂也，商聲主西方之音，夷則為七月之律。商傷也，物既老而悲傷；夷戮也，物過盛而當殺。
"“Ta phù! Thảo mộc vô tình, hữu thì phiêu linh; nhân vi động vật, duy vật chi linh. Bách ưu cảm kỳ tâm, vạn sự lao kỳ hình, hữu động hồ trung, tất dao kỳ tinh; nhi huống tư kỳ lực chi sở bất cập, ưu kỳ trí chi sở bất năng, nghi kỳ ác nhiên đan giả vi cảo mộc, y nhiên hắc giả vi tinh tinh. Nại hà phi kim thạch chi chất, dục dữ thảo mộc nhi tranh vinh! Niệm thuỳ vi chi tường tặc, diệc hà hận hồ thu thanh!”",「嗟夫﹗草木無情，有時飄零；人為動物，惟物之靈。百憂感其心，萬事勞其形，有動乎中，必搖其精；而況思其力之所不及，憂其智之所不能，宜其渥然丹者為槁木，黟然黑者為星星。奈何非金石之質，欲與草木而爭榮﹗念誰為之戕賊，亦何恨乎秋聲﹗」
"Đồng tử mạc đối, thuỳ đầu nhi thuỵ, đãn văn tứ bích trùng thanh tức tức, như trợ dư chi thán tức.",童子莫對，垂頭而睡，但聞四壁蟲聲唧唧，如助予之歎息。
"Nhâm Tuất chi thu, thất nguyệt ký vọng, Tô tử dữ khách phiếm chu du ư Xích Bích chi hạ. Thanh phong từ lai, thuỷ ba bất hứng, cử tửu chúc khách, tụng Minh nguyệt chi thi, ca Yểu điệu chi chương. Thiểu yên, nguyệt xuất ư đông sơn chi thượng, bồi hồi ư Đẩu Ngưu chi gian. Bạch lộ hoành giang, thuỷ quang tiếp thiên. Túng nhất vĩ chi sở như, lăng vạn khoảnh chi mang nhiên. Hạo hạo hồ như bằng hư ngự phong, nhi bất tri kỳ sở chỉ; phiêu phiêu hồ như di thế độc lập, vũ hoá nhi đăng tiên. Ư thị ẩm tửu lạc thậm, khấu huyền nhi ca chi. Ca viết:",壬戌之秋，七月既望，蘇子與客泛舟遊於赤壁之下。清風徐來，水波不興，舉酒屬客，誦明月之詩，歌窈窕之章。少焉，月出於東山之上，徘徊於斗牛之間。白露橫江，水光接天。縱一葦之所如，凌萬頃之茫然。浩浩乎如馮虛御風，而不知其所止；飄飄乎如遺世獨立，羽化而登仙。於是飲酒樂甚，扣舷而歌之。歌曰︰
"“Quế trạo hề lan tương,",「桂棹兮蘭槳，
"Kích không minh hề tố lưu quang,",擊空明兮泝流光。
"Diểu diểu hề ư hoài,",渺渺兮於懷，
Vọng mỹ nhân hề thiên nhất phương.”,望美人兮天一方。」
"Khách hữu xuy động tiêu giả, ỷ ca nhi hoạ chi; kỳ thanh ô ô nhiên, như oán như mộ, như khấp như tố, dư âm diểu diểu bất tuyệt như lũ; vũ u hác chi tiềm giao, khấp cô chu chi ly phụ.",客有吹洞蕭者，倚歌而和之，其聲嗚嗚然，如怨如慕，如泣如訴；餘音裊裊，不絕如縷；舞幽壑之潛蛟，泣孤舟之嫠婦。
"Tô tử sậu nhiên chính khâm, nguy toạ nhi vấn khách, viết:",蘇子愀然，正襟危坐，而問客曰︰
- Hà vi kỳ nhiên dã?,「何為其然也？」
Khách viết:,客曰︰
"- “Nguyệt minh tinh hy, ô thước nam phi”, thử phi Tào Mạnh Đức chi thi hồ? Tây vọng Hạ Khẩu, đông vọng Vũ Xương; sơn xuyên tương mâu, uất hồ thương thương, thử phi Mạnh Đức chi khốn ư Chu Lang giả hồ? Phương kỳ phá Kinh Châu, há Giang Lăng, thuận lưu nhi đông dã, trục lô thiên lý, tinh kỳ tế không, si tửu Lâm giang, hoành sáo phú thi, cố nhất thế chi hùng dã, nhi kim an tại tai? Huống ngô dữ tử, ngư tiều ư giang chử chi thượng, lữ ngư hà nhi hữu mi lộc, giá nhất diệp chi biển chu, cử bào tôn dĩ tương chúc, ký phù du ư thiên địa, diểu thương hải chi nhất túc. Ai ngô sinh chi tu du, tiện Trường Giang chi vô cùng, hiệp phi tiên dĩ ngao du, bão minh nguyệt nhi trường chung. Tri bất khả hồ sậu đắc, thác di hưởng ư bi phong.",「月明星稀，烏鵲南飛，此非曹孟德之詩乎？西望夏口，東望武昌；山川相缪，鬱乎蒼蒼；此非孟德之困於周郎者乎？方其破荊州，下江陵，順流而東也，舳艫千里，旌旗蔽空，釃酒臨江，橫槊賦詩；固一世之雄也，而今安在哉？況吾與子，漁樵於江渚之上，侶魚蝦而友糜鹿，駕一葉之扁舟，舉匏樽以相屬；寄蜉蝣於天地，渺滄海之一粟。哀吾生之須臾，羨長江之無窮；挾飛仙以遨遊，抱明月而長終。知不可乎驟得，托遺響於悲風。」
Tô tử viết:,蘇子曰︰
"- Khách diệc tri phù thuỷ dữ nguyệt hồ? Thệ giả như tư nhi vị thường vãng dã; doanh hư giả như bỉ nhi tốt mạc tiêu trưởng dã. Cái tương tự kỳ biến giả nhi quan chi, nhi thiên địa tằng bất năng dĩ nhất thuấn. Tự kỳ bất biến giả nhi quan chi, tắc vật dữ ngã giai vô tận dã, nhi hựu hà tiện hồ? Thả phù thiên địa chi gian, vật các hữu chủ. Cẩu phi ngô chi sở hữu, tuy nhất hào nhi mạc thủ. Duy giang thượng chi thanh phong, dữ sơn gian chi minh nguyệt, nhĩ đắc chi nhi vi thanh, mục ngộ chi nhi thành sắc. Thủ chi vô cấm, dụng chi bất kiệt. Thị tạo vật giả chi vô tận tàng dã, nhi ngô dữ tử chi sở cộng thích.",「客亦知夫水與月乎？逝者如斯，而未嘗往也；盈虛者如彼，而卒莫消長也。蓋將自其變者而觀之，而天地曾不能以一瞬。自其不變者而觀之，則物與我皆無盡也，而又何羨乎？且夫天地之間，物各有主。苟非吾之所有，雖一毫而莫取。惟江上之清風，與山間之明月，耳得之而為聲，目遇之而成色。取之無禁，用之不竭。是造物者之無盡藏也，而吾與子之所共適。」
"Khách hỉ nhi tiếu, tẩy trản cánh chước. Hào hạch ký tận, bôi bàn lang tạ. Tương dữ chẩm tạ hồ chu trung, bất tri đông phương chi ký bạch.",客喜而笑，洗盞更酌。肴核既盡，杯盤狼藉。相與枕藉乎舟中，不知東方之既白。
"Phong hoà nhật noãn,",風和日暖，
"Cảnh thanh vật u,",景清物幽。
"Vân gian ông hề tiêu dao du,",雲間翁兮逍遙遊，
"Thi nhất nang hề, tửu nhất hồ.",詩一囊兮酒一壼。
"Tụng giả ngũ, lục nhân,",從者五六人，
"“Thi vân”, “Tử viết” trù.",詩云子曰儔。
"Vấn tiên sinh hề hà chi,",問先生兮何之，
Dư tương phỏng hề bàn chi lưu.,余將訪兮蟠之流。
Ư thị:,於是：
"Thư từ tản bộ,",舒徐散步，
Dục khê thuỷ hử,浴溪水滸。
"Tầm độc lạc chi phương viên,",尋獨樂之芳園，
Phỏng vi kỳ chi danh thự.,訪圍棋之名墅。
"Thụ đối khách hề như nghinh,",樹對客兮如迎，
Hoa hướng nhân hề bất ngữ.,花向人兮不語。
"Kí phi phất dĩ ngâm nga,",既披拂以吟哦，
Nãi bồi hồi nhi diên trữ.,乃徘徊而延佇。
"Mao y ước hề ngạn thượng đình,",茅依約兮岸上亭，
"Ngoã sâm si hề thôn biên tự,",瓦參差兮村邊寺。
"Duy xuân thuỷ chi thanh liên,",帷春水之清漣，
Nhược thức dư chi tâm tự.,若識予之心緒。
Ký nhi:,既而：
"Viên trung chủ nhân,",園中主人，
"Khoái lô, canh thuần,",鱠鱸羹蓴。
"Hoảng bàn xan nhi trí bích,",洸盤餐而寘璧，
"Nghi phương thốn chi la trân,",疑方寸之羅珍。
"Hào phỉ tải hề tình thậm chân,",殽匪酨兮情甚真，
Tửu bất nùng hề cam như thuần.,酒不濃兮甘如醇。
"Bỉ mính đính hề tục ẩm,",鄙酩酊兮俗飲，
"Lạc thái hoà hề vi huân,",樂太和兮微薰。
"Thiết uất đào hề dư tâm,",切欝陶兮予心，
"Vọng tây phương hề mĩ nhân,",望西方兮美人，
Bỉ mĩ nhân hề ủng thuý vân.,彼美人兮擁翠雲。
"Ngũ Nhạc thâm hề Anh Vũ lâu,",五岳深兮鸚鵡樓，
Tam Quy tịch hề ngư long động.,三歸寂兮魚龍洞。
"Dịch lộ tam thiên hề thảo thụ vi,",驛路三千兮草樹微，
Hải môn thập nhị hề yên ba mộng.,海門十二兮煙波濛。
"Tưởng tử thát chi hà niên,",想紫闥之何年，
Thực Kinh sơn chi tại mộng.,實荊山之在夢。
"Chước nhất chước hề tuý như si,",酌一酌兮醉如癡，
Ngâm phục ngâm hề chiêm hựu vọng.,吟復吟兮瞻又望。
"Vọng tri kỷ hề thuỳ dữ quy,",望知己兮誰與歸？
Hồng hà lạc hề bạch vân phi.,紅霞落兮白雲飛。
"Cẩu vô oán hề quả oán,",苟無怨兮寡怨，
Năng bất tri hề thị tri.,能不知兮是知。
"Hồi như ngu hề lạc đan biều,",回如愚兮樂簞瓢，
Ung tự tại hề an sài phi.,雍自在兮安柴扉。
"Cổ Uyên Minh hề tố cầm,",鼓淵明兮素琴，
Ca Bát Khuyết hề ly huy.,歌八闋兮離徽。
"Quan thái hư hề tượng mang mang,",觀太虛兮象茫茫，
Phát thiên quang hề ngô hi hi.,發天光兮吾熙熙。
"Thí quan Hà thuỷ,",試觀河水，
"Uông dương thiên lý,",汪洋千里。
"Lưu hồi hoàn hề sinh lạc châu,",流迴還兮生落洲，
Phàm khứ lai hề danh lợi thị.,帆去來兮名利市。
"Vạn hạm kim qua hề, xuất hải nhưng,",萬艦金戈兮出海陾，
"Thiên trùng thiết võng hề, trầm giang để.",千重鐵網兮沈江底。
"Thị phi thành bại hề, nguyệt hà tâm.",是非成敗兮月何心，
"Đắc táng doanh khuy hề, vân vô ý.",得喪盈虧兮雲無意。
"Tiện điền thượng hề quần âu,",羡田上兮群鷗，
Tiếu khích trung hề lục ký.,笑隙中兮六驥。
Hà như:,何如：
"Cao ngâm khảo bàn,",高吟考盤，
Trường ca khứ lai.,長歌去來。
"Kim cúc hoa hề mãn kính,",金菊花兮滿徑，
"Ngọc lan hương hề doanh hoài,",玉蘭香兮盈懷。
"Tân đức, tân tâm hề, ba tiêu diệp,",新德新心兮芭蕉葉，
"Trạc anh, trạc túc hề, Thương Lang ôi.",濯纓濯足兮滄浪隈。
"Ngộ hoá công hề sinh ý,",悟化工兮生意，
Tĩnh trần cơ hề tử hôi.,靜塵機兮死灰。
"Thiên địa trung hề ngô minh mệnh,",天地中兮吾明命，
Vũ trụ nội hề ngô linh đài.,宇宙内兮吾靈臺。
"Mã sinh noãn hề, ngoại vật quan vật,",馬生卵兮外物觀物，
"Bằng phù dao hề, thiên nhai chi nhai.",鵬扶搖兮天涯之涯。
Nãi tòng nhi vi Ngô ca viết:,乃從而爲吳歌曰：
Kiển hà vi hề tịch nùng thuỵ?,蹇何爲兮夕儂睡，
Khương hà vi hề đán nùng khởi?,羌何爲兮旦儂起。
"Hy hà vi hề thuỷ nùng thuyền,",嘻何爲兮水儂船，
Ha hồ vi hề lục nùng chiên?,呵胡爲兮陸儂氈！
"Động, tĩnh, khuất, thân hề nhất thái cực,",動靜屈伸兮一太極，
Ngu giả minh hề trí giả thức.,愚者冥兮智者識。
"Phân náo phồn hoa hề lạc yến nê,",紛閙䌓花兮落燕泥，
Đạt giả khoát hề minh giả mê.,達者豁兮冥者迷。
"Đối hư không hề tâm tự tri,",對虛空兮心自知，
"Huề ngô tụng hề vịnh Vu, Nghi,",擕吾從兮詠雩沂。
"Vịnh Vu, Nghi hề quan xích tố;",詠雩沂兮觀尺素，
Đãn kiến:,但見：
"Hằng, Tâm, Hà, Hán,",恆心河漢，
"Nam, Bắc tinh huỳnh.",南北晶熒。
Thục chuyển luân hề đồng thử lộ?,孰轉輪兮同此路？
"Hậu xa hề bão xú, trường thành hề huyết tinh;",後車兮鮑臭，長城兮血腥；
"Long hưng hề Bái ấp, lộc tẩu hề Hàm Kinh.",龍興兮沛邑，鹿走兮咸京。
"Bạt Thanh Bình chi tiêm nhận, tru Bạch Đế chi âm tinh. Tảo phong trần ư lục hợp, quách vũ trụ nhi nhất thanh. Tư vi Hán gia chi thần khí, nhi trảm xà chi sở dĩ đắc danh dã.",拔青萍之銛刃，誅白帝之陰精。掃風塵於六合，郭宇宙而一清。斯為漢家之神器，而斬蛇之所以得名也。
"Thị kiếm dã, tuỵ Khôn lục chi trinh, cụ Kiền cửu chi cương. Công chi dĩ tạo hoá, hà chi dĩ âm dương. Thu thuỷ trạm hề đàm ngạc, băng sương lẫm hề phong mang. Trú bội hề nhật thất sắc, dạ hạp hề nguyệt thổ quang. Tuệ tinh vị chi thoái xá, yêu mị vị chi phục tàng. Bạch bích minh châu, vị túc nghĩ kỳ giá; Ngô Câu, Cự Khuyết, an đắc dữ kỳ đương.",是劍也，萃坤六之貞，具乾九之剛。工之以造化，煆之以陰陽。秋水湛兮鐔鍔，冰霜凜兮鋒芒。晝佩兮日失色，夜匣兮月吐光。彗星為之退舍，夭魅為之伏藏。白璧明珠，未足擬其價；吳鉤巨闕，安得與其當。
"Tưởng kỳ: tống đồ Ly Sơn, dạ kinh trạch bạn. Kiến cự xà chi đương đạo, trí tiền hành chi kinh phản. Hách vương uy chi chấn nộ, phấn tráng chí chi tinh hãn, bạt chi dĩ trảm, hoạch nhiên nhi đoạn. Tố linh ư thị hồ tiềm khấp, Viêm tộ ư thị hồ hách xiển. Mang Đãng chi thuỵ khí khởi, Chỉ Đạo chi ngọc tỉ hiến. Tru Cai Hạ chi âm ô, lục Hoài Âm chi nghịch bạn, khả vị vật chi thần nhi kiếm chi thiện dã.",想其：送徒驪山，夜經澤畔。見巨蛇之當道，致前行之驚返。赫王威之震怒，奮壯志之精悍，拔之以斬，劃然而斷。素靈於是乎潛泣，炎祚於是乎赫闡。芒碭之瑞氣起，軹道之玉璽獻。誅垓下之喑嗚，戮淮陰之逆叛，可謂物之神而劍之善也。
"Nhiên thường văn chi: phàm vật chi bảo, nhân nhân chi trân. Bỉ Can Tương chi linh, Mạc Da chi thần, bất tế anh minh chi chủ, thần vũ chi quân; tắc đồ mai tinh ư Phong ngục, thao thái ư Long Tân. Hạt nhược tư kiếm, thân ngộ Cao hoàng. Cắng thiên cổ chi bất dẫn, lưu gia anh nhi dũ chương.",然嘗聞之：凡物之寶，因人之珍。彼干將之靈，莫邪之神，不際英明之主，神武之君；則徒埋精於豐獄，韜采於龍津。曷若斯劍，親遇高皇。亙千古之不泯，留嘉英而愈章。
