vi,cn
"Thử ý nhân bất hội,",此意人不會，
Dục lệnh trì hữu ba.,欲令池有波。
"Triêu vi điền xá lang,",朝為田舍郎，
Mộ đăng thiên tử đường.,暮登天子堂。
"Tướng tướng bản vô chủng,",將相本無種，
Nam nhi đương tự cường.,男兒當自强。
"Tiểu oa sanh tiểu đĩnh,",小娃撐小艇，
Thâu thái bạch liên hồi.,偷採白蓮回。
"Bất giải tàng tung tích,",不解藏蹤跡，
Phù bình nhất đạo khai.,芙萍一道開。
"Vi phong dẫn tùng lại,",微風引松籟，
Tiêu tiêu thanh thả ai.,蕭蕭淸且哀。
"Hiệu nguyệt lạc tâm ba,",皎月落心波，
Trừng trừng tịnh vô ai.,澄澄淨無埃。
"Độc toạ u hoàng lý,",獨坐幽篁裏，
Đàn cầm phục trường khiếu.,彈琴復長嘯。
"Thâm lâm nhân bất tri,",深林人不知，
Minh nguyệt lai tương chiếu.,明月來相照。
"Lai quá trúc lý quán,",來過竹裏館，
Nhật dữ đạo tương thân.,日與道相親。
"Xuất nhập duy sơn điểu,",出入惟山鳥，
U thâm vô thế nhân.,幽深無世人。
"Yên vũ bách dư niên,",煙雨百餘年，
Mao tỳ sổ gian ốc.,茅茨數間屋。
"Trung hữu tại gia tăng,",中有在家僧，
Tiêu nhiên như thử trúc.,蕭然如此竹。
"Lương công miễu phương lâm,",良工眇芳林，
Diệu tư xúc vật sính.,妙思觸物騁。
"Miệt nghi thu thiền dực,",篾疑秋蟬翼，
Đoàn thủ vọng thư cảnh.,團取望舒景。
"Gia ký Quan Tây trú,",家寄關西住，
Thân vi Hà Bắc du.,身為河北遊。
"Tiêu điều tuế trừ dạ,",蕭條歲除夜，
Lữ bạc tại Danh Châu.,旅泊在洺州。
"Ký ngữ thiên nhai khách,",寄語天涯客，
Khinh hàn để dụng sầu.,輕寒底用愁。
"Xuân phong lai bất viễn,",春風來不遠，
Chỉ tại ốc đông đầu.,只在屋東頭。
"Quy thì nhật thượng tảo,",歸時日尚早，
Cánh dục hướng phương châu.,更欲向芳洲。
"Độ khẩu thuỷ lưu cấp,",渡口水流急，
Hồi thuyền bất tự do.,回船不自由。
"Doanh khuyết thanh minh ngoại,",盈缺青冥外，
Đông phong vạn cổ xuy.,東風萬古吹。
"Hà nhân chủng đan quế,",何人種丹桂，
Bất trưởng xuất viên chi.,不長出圓枝。
"Viên phách thướng hàn không,",圓魄上寒空，
Giai ngôn tứ hải đồng.,皆言四海同。
"An tri thiên lý ngoại,",安知千里外，
Bất hữu vũ kiêm phong.,不有雨兼風。
"Ngã tích thắng quân tích,",我昔勝君昔，
Quân câm thắng ngã câm.,君今勝我今。
"Vinh hoa các dị đại,",榮華各異代，
Hà dụng khổ truy tầm.,何用苦追尋。
"Kim dạ nguyệt sắc bạch,",今夜月色白，
Ô thước kinh khiếu tư.,烏鵲驚叫滋。
"Thanh bi tư hương quốc,",声悲思郷国，
Bất tri hà xứ y.,不知何処依。
"Dục hướng Giang Đông khứ,",欲向江東去，
Định tương thuỳ cử bôi?,定將誰舉杯？
"Kê sơn vô Hạ lão,",稽山無賀老，
Khước trạo tửu thuyền hồi.,卻棹酒船回。
"Minh tiên quá tửu tứ,",鳴鞭過酒肆，
Huyễn phục du xương môn.,袨服遊倡門。
"Bách vạn nhất thời tận,",百萬一時盡，
Hàm tình vô phiến ngôn.,含情無片言。
"Tây hành nhất thiên lý,",西行一千里，
Minh sắc sinh hàn thụ.,暝色生寒樹。
"Ám văn ca xuy thanh,",暗聞歌吹聲，
Tri thị Trường An lộ.,知是長安路。
"Mạc Sầu mạo như hoa,",莫愁貌如花，
Sinh trưởng Trường Can lý.,生長長干里。
"Giá dữ viễn du lang,",嫁與逺遊郎，
Sầu phong phục sầu thuỷ.,愁風復愁水。
Quân gia tại hà xứ?,君家在何處？
Thiếp trú tại Hoành Đường.,妾住在橫塘。
"Đình thuyền tạm tá vấn,",停船暫借問，
Hoặc khủng thị đồng hương.,或恐是同鄉。
"Gia lâm Cửu Giang thuỷ,",家臨九江水，
Lai khứ Cửu Giang trắc.,來去九江側。
"Đồng thị Trường Can nhân,",同是長干人，
Sinh tiểu bất tương thức.,生小不相識。
"Hạ chử đa phong lãng,",下渚多風浪，
Liên chu tiệm giác hy.,蓮舟漸覺稀。
"Na năng bất tương đãi,",那能不相待，
Độc tự nghịch triều quy.,獨自逆潮歸。
"Tam Giang triều thuỷ cấp,",三江潮水急，
Ngũ Hồ phong lãng dũng.,五湖風浪湧。
"Do lai hoa tính khinh,",由來花性輕，
Mạc uý liên chu trọng.,莫畏蓮舟重。
"Di khước san hô tiên,",遺卻珊瑚鞭，
Bạch mã kiêu bất hành.,白馬驕不行。
"Chương Đài chiết dương liễu,",章臺折楊柳，
Xuân nhật lộ bàng tình.,春日路傍情。
"Hải hạc nhất vi biệt,",海鶴一為別，
Tồn vong tam thập thu.,存亡三十秋。
"Kim lai sổ hàng lệ,",今來數行淚，
Độc thướng dịch nam lâu.,獨上驛南樓。
"Mộng lý quân vương cận,",夢裏君王近，
Cung trung hà Hán cao.,宮中河漢高。
"Thu phong năng tái nhiệt,",秋風能再熱，
Đoàn phiến bất từ lao.,團扇不辭勞。
"Thể nhược sương ưng giác,",体弱霜應覺，
Khâm hàn thu diệc bi.,衿寒秋亦悲。
"Bất từ song lệ tận,",不辭雙淚盡，
Tâm sự hữu thuỳ tri.,心事有誰知。
"Ân đoạn do nghi mộng,",恩斷猶疑夢，
Đăng hàn bất tác hoa.,燈寒不作花。
"Trang thành ngưng hiểu toạ,",粧成凝曉坐，
Cánh dục tẩy diên hoa.,更欲洗鉛華。
"Trường Tín cung trung thảo,",長信宮中草，
Niên niên sầu xứ sinh.,年年愁處生。
"Cố xâm châu lý tích,",故侵珠履跡，
Bất sử ngọc giai hành.,不使玉階行。
"Thanh thanh Trường Tín thảo,",青青長信草，
Vô ý học phùng nghinh.,無意學逢迎。
"Bất yếm thê lương địa,",不厭凄涼地，
Xuân lai hoàn tự sinh.,春來還自生。
"Uất uất tương tư thụ,",鬱鬱相思樹，
Thượng hữu tương tư điểu.,上有相思鳥。
"Tương tư nhân bất lai,",相思人不來，
Phong vũ sầu đa thiểu.,風雨愁多少。
"Quân hành đăng Lũng thượng,",君行登隴上，
Thiếp mộng tại khuê trung.,妾夢在閨中。
"Ngọc trợ thiên hàng lạc,",玉箸千行落，
Ngân sàng nhất bán không.,銀床一半空。
"Ỷ tịch xuân miên giác,",綺席春眠覺，
Sa song hiểu vọng mê.,紗窗曉望迷。
"Mông lung tàn mộng lý,",朦朧殘夢裏，
Do tự tại Liêu tê.,猶自在遼西。
"Bán sơn tàn chiếu ảnh sơ sơ,",半山殘照影初初，
Lưỡng ngạn yên thâm vũ bất như.,兩岸煙深雨不如。
"Ngật ngật đăng tiền thập niên độc,",仡仡燈前十年讀，
Nhãn khuy vị biến thánh hiền thư.,眼窺未遍聖賢書。
"Sùng Phạm cư Nam quốc,",崇范居南國，
Tâm không cập đệ quy.,心空及第歸。
"Nhĩ trường hồi thuỵ chất,",耳長迴瑞質，
Pháp pháp tận ly vi.,法法盡离微。
"Vạn Hạnh dung tam tế,",萬行融三際，
Chân phù cổ sấm thi.,真符古讖詩。
"Hương quan danh Cổ Pháp,",鄉關名古法，
Trụ tích trấn vương kỳ.,拄錫鎮王畿。
"Dạ bán Chương Đình dịch,",夜半樟亭驛，
Sầu nhân khởi vọng hương.,愁人起望鄉。
"Nguyệt minh hà sở kiến,",月明何所見，
Triều thuỷ bạch mang mang.,潮水白茫茫。
"Chúng hưởng tiệm dĩ tịch,",眾響漸已寂，
Trùng ư Phật diện phi.,蟲於佛面飛。
"Bán song quan dạ vũ,",半窗關夜雨，
Tứ bích quải tăng y.,四壁掛僧衣。
"Di chu bạc yên chử,",移舟泊煙渚，
Nhật mộ khách sầu tân.,日暮客愁新。
"Dã khoáng thiên đê thụ,",野曠天低樹，
Giang thanh nguyệt cận nhân.,江清月近人。
"Tiêu điều thu vũ tịch,",蕭條秋雨夕，
Thương mang Sở giang hối.,蒼茫楚江晦。
"Thì kiến nhất chu hành,",時見一舟行，
Mông mông thuỷ vân ngoại.,濛濛水雲外。
"Mạc dĩ kim thời sủng,",莫以今時寵，
Năng vong cựu nhật ân.,能忘舊日恩。
"Khán hoa mãn nhãn lệ,",看花滿眼淚，
Bất cộng Sở vương ngôn.,不共楚王言。
"Bách bảo trang yêu đới,",百寶裝腰帶，
Chân châu lạc tý câu.,真珠絡臂鞲。
"Tiếu thì hoa cận nhãn,",笑時花近眼，
Vũ bãi cẩm triền đầu.,舞罷錦纏頭。
"Tiểu kính điền hồng diệp,",小徑填紅葉，
Đồi viên trưởng lục đài.,頹垣長綠苔。
"Báo nha vô lại đáo,",報衙無吏到，
Khấu hộ hữu tăng lai.,扣戶有僧來。
"Tử đằng quải vân mộc,",紫藤掛雲木，
Hoa mạn nghi dương xuân.,花蔓宜陽春。
"Mật diệp ẩn ca điểu,",密葉隱歌鳥，
Hương phong lưu mỹ nhân.,香風留美人。
"Cận thụ thâm ư nhiễm,",近樹深於染，
Dao sơn đạm hữu ngân.,遙山澹有痕。
"Nhân gia hà xứ thị,",人家何處是，
Thôn kính tự hoàng hôn.,村逕似黃昏。
"Thái Sơn trinh cao,",泰山貞高，
Tượng hốt trinh liệt.,象笏貞列。
"Linh trãi tiến giác,",靈廌進角，
Vi hốt nan chiết.,為笏難折。
"Xuân cầm do cạnh chuyển,",春禽猶競囀，
Hạ mộc hốt giao âm.,夏木忽交陰。
"Sảo giác thu sơn viễn,",稍覺秋山遠，
Nga kinh đông tản thâm.,俄驚冬霰深。
"Đối tửu bất giác minh,",對酒不覺瞑，
Lạc hoa doanh ngã y.,落花盈我衣。
"Tuý khởi bộ khê nguyệt,",醉起步溪月，
Điểu hoàn nhân diệc hy.,鳥還人亦稀。
Thuý sắc năng trường tại,翠色能長在，
Phương tâm bất khả dân,芳心不可民。
Tiêu tiêu phong tuyết lý,蕭蕭風雪裡，
Tiếp dẫn nhất thiên xuân,接引一天春。
"Đoạt sáo Chương Dương độ,",奪槊章陽渡，
Cầm Hồ Hàm Tử quan.,擒胡鹹子關。
"Thái bình tu nỗ lực,",太平須努力，
Vạn cổ thử giang san.,萬古此江山。
"Gia trú Tung sơn hạ,",家住嵩山下，
Hảo thái cựu sơn vi.,好採舊山薇。
"Tự tỉnh du tuyền thạch,",自省遊泉石，
Hà tằng bất dạ quy?,何曾不夜歸。
"Huệ thảo kiều hồng ngạc,",蕙草嬌紅萼，
Thì quang vũ bích kê.,時光舞碧雞。
"Thành trung mỹ niên thiếu,",城中美年少，
"Tương kiến ""Bạch đồng đê"".",相見白銅鞮。
"Tương Dương hành đông xứ,",襄陽行東處，
"Ca vũ ""Bạch đồng đê"".",歌舞白銅鞮。
"Giang thành hồi lục thuỷ,",江城回綠水，
Hoa nguyệt sử nhân mê.,花月使人迷。
"Thiếu niên Tương Dương địa,",少年襄陽地，
Lai vãng Tương Dương thành.,來往襄陽城。
"Thành trung khinh bạc tử,",城中輕薄子，
Tri thiếp giải Tần tranh.,知妾解秦箏。
"Đông sàng quyển tịch bãi,",東床卷席罷，
Hộ lạc tương hành khứ.,護落將行去。
"Thu bạch dao dao không,",秋白遙遙空，
Nhật mãn môn tiền lộ.,日滿門前路。
"Cửu Nghi hà xứ thị,",九嶷何處是，
Ngọc liễn kỷ thời qua.,玉輦幾時過。
"Thiên thu bi đế tử,",千秋悲帝子，
Trúc thượng lệ ngân đa.,竹上淚痕多。
"Tuế cùng duy ích lão,",歲窮惟益老，
Xuân chí khước từ gia.,春至卻辭家。
"Khả tích đông viên thụ,",可惜東園樹，
Vô nhân dã tác hoa.,無人也作花。
"Túc túc Tương phi miếu,",肅肅湘妃廟，
Không tường bích thuỷ xuân.,空牆碧水春。
"Trùng thư ngọc bội tiển,",蟲書玉佩蘚，
Yến vũ thuý duy trần.,燕舞翠帷塵。
"Vãn bạc đăng đinh thụ,",晚泊登汀樹，
Vi hinh tá chử tần.,微馨借渚蘋。
"Thương Ngô hận bất tận,",蒼梧恨不盡，
Nhiễm lệ tại tùng quân.,染淚在叢筠。
"Bão kha dục giáp tuần,",抱痾欲浹旬，
Dạ ngoạ trú phục dược.,夜臥晝服藥。
"Bất khiết nhất lạp mễ,",不喫一粒米，
Lạp lạp giai giảo trước.,粒粒皆咬著。
"Súc dược dục trị bệnh,",蓄藥欲治病，
Vô bệnh an dụng dược?,無病安用藥。
"Kim hữu vô mễ phạn,",今有無米飯，
Vô khẩu nhân giảo trước.,無口人咬著。
"Cách ngạn tương viên khiếu,",隔岸湘猿叫，
Lâm sơn Sở trúc u.,臨山楚竹幽。
"Tịch dương tình cảnh hảo,",夕陽晴景好，
Thuỷ sắc mãn cô chu.,水色滿孤舟。
"Hồng đậu sinh nam quốc,",紅豆生南國，
Xuân lai phát kỷ chi.,春來發幾枝。
"Nguyện quân đa thái hiệt,",願君多採擷，
Thử vật tối tương ti.,此物最相思。
"Gia ký Giang Đông viễn,",家寄江東遠，
Thân đối Giang Tây xuân.,身對江西春。
"Không kiến tương tư thụ,",空見相思樹，
Bất kiến tương tư nhân.,不見相思人。
"Tiểu Uyển oanh ca yết,",小苑鶯歌歇，
Trường Môn điệp vũ đa.,長門蝶舞多。
"Nhãn khan xuân hựu khứ,",眼看春又去，
Thuý liễn bất tằng qua.,翠輦不曾過。
"Tự quân chi xuất hĩ,",自君之出矣，
Lương trần tĩnh bất phi.,梁塵靜不飛。
"Tư quân như mãn nguyệt,",思君如滿月，
Dạ dạ giảm dung huy.,夜夜減容暉。
"Tự quân chi xuất hĩ,",自君之出矣，
Bảo kính vị thuỳ minh?,寶鏡為誰明？
"Tư quân như Lũng thuỷ,",思君如隴水，
Trường văn ô yết thanh.,長聞嗚咽聲。
"Tự quân chi xuất hĩ,",自君之出矣，
Vạn vật khan thành cổ.,萬物看成古。
"Thiên tầm đình lịch chi,",千尋葶藶枝，
Tranh nại trường trường khổ.,爭奈長長苦。
"Tự quân chi xuất hỹ,",自君之出矣，
Tu chiết thanh thanh liễu.,須折青青柳。
"Nguyện tác lạc hoa phi,",願作落花飛，
Tuỳ phong nhập lang thủ.,隨風入郎手。
"Tự quân chi xuất hĩ,",自君之出矣，
Thiên San chỉ đẳng nhàn.,千山只等閒。
"Thác dữ tương tư mộng,",托與相思夢，
Nhất tiêu sổ hồi hoàn.,一宵數迴還。
"Tự quân chi xuất hĩ,",自君之出矣，
Hoa khai hựu hoa tạ.,花開又花謝。
"Tư quân như nhật nguyệt,",思君如日月，
Cảnh cảnh trú phục dạ.,耿耿晝復夜。
"Tự quân chi xuất hĩ,",自君之出矣，
Bất phục lý tàn ky.,不復理殘機。
"Tư quân như mãn nguyệt,",思君如滿月，
Dạ dạ giảm thanh huy.,夜夜減清輝。
"Tự quân chi xuất hĩ,",自君之出矣，
Đồ tả linh lạc nhĩ.,徒寫零落耳。
"Tư quân như xa luân,",思君如車輪，
Triển chuyển sầu bất dĩ.,輾轉愁不已。
"Tự quân chi xuất hĩ,",自君之出矣，
Hồng trang thuỳ nhân khan.,紅妝誰人看。
"Khả liên thạch lựu quần,",可憐石榴裙，
Cửu trí tâm diệc hàn.,久置心亦寒。
"Tự quân chi xuất hĩ,",自君之出矣，
Cầm sắt hà tằng ngự.,琴瑟何曾御。
"Tư quân như lạc diệp,",思君如落葉，
Tiêu sắt bi mộ thu.,蕭瑟悲暮秋。
"Tự quân chi xuất hĩ,",自君之出矣，
Hương uyển tuyệt nhân yên.,香苑絕人煙。
"Thiên thượng hữu thất tịch,",天上有七夕，
Tâm hải vô độ thuyền.,心海無渡船。
"Tự quân chi xuất hỹ,",自君之出矣，
Nhật nhật vọng thanh loan.,日日望青鸞。
"Thanh loan vọng bất chí,",青鸞望不至，
Đồ kiến bạch vân đoan.,徒見白雲端。
"Tự quân chi xuất hỹ,",自君之出矣，
Tần bả quy kỳ kế.,頻把歸期計。
"Chỉ thống bất kham sổ,",指痛不堪數，
Ngũ nhân do vị chí.,五人猶未至。
"Tự quân chi xuất hỹ,",自君之出矣，
Trần mai kính lý loan.,塵埋鏡裏鸞。
"Phạ chiếu thu tâm mạo,",怕照秋心貌，
Bất thị cựu thì nhan.,不是舊時顏。
"Tự quân chi xuất hỹ,",自君之出矣，
Bất cảm thướng cao lâu.,不敢上高樓。
"Lâu ngoại hữu dương liễu,",樓外有楊柳，
Ty ty hội nhạ sầu.,絲絲會惹愁。
"Tự quân chi xuất hỹ,",自君之出矣，
Bất ngôn diệc bất khốc.,不言亦不哭。
"Ngôn tắc vô tri âm,",言則無知音，
Khốc khủng kinh lang ngụ.,哭恐驚郎寤。
"Tự quân chi xuất hỹ,",自君之出矣，
Độc toạ bất thành miên.,獨坐不成眠。
"Bán tư tụ thủ sự,",半思聚首事，
Bán tư ly biệt ngôn.,半思離別言。
"Tự quân chi xuất hỹ,",自君之出矣，
Trương đăng tần cố ảnh.,張燈頻顧影。
"Cố ảnh tự bồi hồi,",顧影自徘徊，
Tiêu sấu khả liên mẫn.,消瘦可憐憫。
"Tự quân chi xuất hỹ,",自君之出矣，
Yếm nguyệt chiếu không sàng.,厭月照空床。
"Bạc khâm bất thành mị,",薄衾不成寐，
Cô chẩm phạ nghiêm sương.,孤枕怕嚴霜。
"Tự quân chi xuất hỹ,",自君之出矣，
Vô nhật bất nam tư.,無日不南思。
"Tư quân quân bất chí,",思君君不至，
Lệ chích mãn la cư.,淚滴滿羅裾。
"Tự quân chi xuất hĩ,",自君之出矣，
Minh kính bãi hồng trang.,明鏡罷紅妝。
"Tư quân như dạ chúc,",思君如夜燭，
Tiền lệ kỷ niên hành.,前淚幾年行。
"Tự quân chi xuất hỹ,",自君之出矣，
Trường đoạn phục tâm hôi.,腸斷復心灰。
"Lưỡng địa tư thiên lý,",兩地思千里，
Tư hồi nhân vị hồi.,思回人未回。
"Tự quân chi xuất hĩ,",自君之出矣，
Hồng nhan chuyển tiều tuỵ.,紅顏轉憔悴。
"Tư quân như minh chúc,",思君如明燭，
Tiễn tâm thả hàm lệ.,煎心且銜淚。
"Mộ nghĩa danh không tại,",慕義名空在，
Thâu trung hiếu bất toàn.,輸忠孝不全。
"Báo ân vô hữu nhật,",報恩無有日，
Quy quốc định hà niên?,歸國定何年？
"Trường Giang bi dĩ trệ,",長江悲已滯，
Vạn lý niệm tương quy.,萬里念將歸。
"Huống thuộc cao phong vãn,",況屬高風晚，
Sơn sơn hoàng diệp phi.,山山黃葉飛。
"Tự tiểu đa tài học,",自小多才學，
Bình sinh chí khí cao.,平生志氣高。
"Biệt nhân hoài bảo kiếm,",別人懷寶劍，
Ngã hữu bút như đao.,我有筆如刀。
"Tật phong tri kình thảo,",疾風知勁草，
Bản đãng thức thành thần.,板蕩識誠臣。
"Dũng phu an thức nghĩa,",勇夫安識義，
Trí giả tất hoài nhân.,智者必懷仁。
"Tính tích thù kham tiếu,",性僻殊堪笑，
Ngâm đa diệc bất công!,吟多亦不工。
"Dạ thâm tài đắc cú,",夜深纔得句，
Mãnh khởi cấp hô đồng!,猛起急呼童。
"Lục thập niên trung sự,",六十年中事，
Thê lương đáo cái quan.,凄涼到蓋棺。
"Bất tương lưỡng hàng lệ,",不將兩行淚，
Khinh hướng nhữ tào đàn.,輕向汝曹彈。
"Hải để hữu minh nguyệt,",海底有明月，
Viên ư thiên thượng luân.,圓於天上輪。
"Đắc chi nhất thốn quang,",得之一寸光，
Khả mãi thiên lý xuân.,可買千里春。
"Nhật xuất ly đông thuỷ,",日出籬東水，
Vân sinh xá bắc nê.,雲生舍北泥。
"Trúc cao minh phí thuý,",竹高鳴翡翠，
Sa tích vũ côn kê.,沙僻舞鵾雞。
"Ái ái hoa nhị loạn,",藹藹花蕊亂，
Phi phi phong điệp đa.,飛飛蜂蝶多。
"U thê thân lãn động,",幽栖身懶動，
Khách chí dục như hà.,客至欲如何。
"Tạc tỉnh giao tông diệp,",鑿井交棕葉，
Khai cừ đoạn trúc căn.,開渠斷竹根。
"Thiên chu khinh diểu lãm,",扁舟輕裊纜，
Tiểu kính khúc thông thôn.,小徑曲通村。
"Cấp vũ sao khê túc,",急雨捎溪足，
Tà huy chuyển thụ yêu.,斜暉轉樹腰。
"Cách sào hoàng điểu tịnh,",隔巢黃鳥并，
Phiên tảo bạch ngư khiêu.,翻藻白魚跳。
"Xá hạ duẫn xuyên tường,",舍下筍穿牆，
Đình trung đằng thích thiềm.,庭中藤刺檐。
"Địa tình ty nhiễm nhiễm,",地晴絲冉冉，
Giang bạch thảo tiêm tiêm.,江白草纖纖。
"Giang động nguyệt di thạch,",江動月移石，
Khê hư vân bạng hoa.,溪虛雲傍花。
"Ô thê tri cố đạo,",烏栖知故道，
Phàm quá túc thuỳ gia?,帆過宿誰家。
"Trì nhật giang sơn lệ,",遲日江山麗，
Xuân phong hoa thảo hương.,春風花草香。
"Nê dung phi yến tử,",泥融飛燕子，
Sa noãn thuỵ uyên ương.,沙暖睡鴛鴦。
"Giang bích điểu du bạch,",江碧鳥逾白，
Sơn thanh hoa dục nhiên.,山青花欲燃。
"Kim xuân khan hựu quá,",今春看又過，
Hà nhật thị quy niên?,何日是歸年？
"Văn đạo Ba Sơn lý,",聞道巴山裏，
Xuân thuyền chính hảo hành.,春船正好行。
"Đô tương bách niên hứng,",都將百年興，
Nhất vọng Cửu Giang thành.,一望九江城。
"Thuỷ hạm Ôn giang khẩu,",水檻溫江口，
Thảo đường Thạch Duẩn tây.,草堂石筍西。
"Di thuyền Tiên Chủ miếu,",移船先主廟，
Tẩy dược Hoán Hoa khê.,洗藥浣花溪。
"Mạn đạo xuân lai hảo,",謾道春來好，
Cuồng phong thái phóng điên.,狂風太放顛。
"Xuy hoa tuỳ thuỷ khứ,",吹花隨水去，
Phiên khước điếu ngư thuyền.,翻卻釣魚船。
"Nguyễn Tịch tỉnh thì thiểu,",阮籍醒時少，
Đào Tiềm tuý nhật đa.,陶潛醉日多。
"Bách niên hà túc độ,",百年何足度，
Thừa hứng thả trường ca.,乘興且長歌。
"Ốc giác nhật quang trì,",屋角日光遲，
Lâu đầu vân ảnh bạc.,樓頭雲影薄。
"Đồi nhiên nhất lãn ông,",頹然一懶翁，
Tuý khởi đình hoa lạc.,醉起庭花落。
"Du du nam quốc tư,",悠悠南國思，
Dạ hướng Giang Nam bạc.,夜向江南泊。
"Sở khách đoạn trường thì,",楚客斷腸時，
Nguyệt minh phong tử lạc.,月明楓子落。
"Bất hướng Đông Sơn cửu,",不向東山久，
Tường vi kỷ độ hoa?,薔薇幾度花。
"Bạch vân hoàn tự tán,",白雲還自散，
Minh nguyệt lạc thuỳ gia?,明月落誰家。
"Ngã kim huề Tạ kỹ,",我今攜謝妓，
Trường khiếu tuyệt nhân quần.,長嘯絕人群。
"Dục báo Đông Sơn khách,",欲報東山客，
Khai quan tảo bạch vân.,開關掃白雲。
"Tần tương tư mẫu lệ,",頻將思母淚，
Tảo mộ sái Tương Âm.,早暮灑湘陰。
"Cực mục giang thiên viễn,",極目江天遠，
Bạch vân hà xứ thâm.,白雲何處深。
"Diểu diểu Giang Lăng đạo,",渺渺江陵道，
Tương tư viễn bất tri.,相思遠不知。
"Cận lai văn quyển lý,",近來文卷裏，
Bán thị ức quân thi.,半是憶君詩。
"Tâm trục nam vân thệ,",心逐南雲逝，
Hình tuỳ bắc nhạn lai.,形隨北雁來。
"Cố hương ly hạ cúc,",故鄉籬下菊，
Kim nhật kỷ hoa khai?,今日幾花開？
"Lục anh mãn hương thế,",綠英滿香砌，
Lưỡng lưỡng uyên ương tiểu.,兩兩鴛鴦小。
"Đãn ngu xuân nhật trường,",但娛春日長，
Bất quản thu phong tảo.,不管秋風早。
"Hướng tịch vấn chu tử,",向夕問舟子，
Tiền trình phục kỷ đa.,前程復幾多。
"Loan đầu chính kham bạc,",灣頭正堪泊，
Hoài lý túc phong ba.,淮裏足風波。
"Văn hạnh tài vi lương,",文杏裁為梁，
Hương mao kết vi vũ.,香茅結為宇。
"Bất tri đống lý vân,",不知棟裏雲，
Khứ tác nhân gian vũ.,去作人間雨。
"Điều điều văn hạnh quán,",迢迢文杏館，
Tễ phàn nhật dĩ lũ.,躋攀日已屢。
"Nam lĩnh dữ bắc hồ,",南嶺與北湖，
Tiền khán phục hồi cố.,前看復回顧。
"Tự ta danh lợi khách,",自嗟名利客，
Nhiễu nhiễu tại nhân gian.,擾擾在人間。
"Hà sự trường Hoài thuỷ,",何事長淮水，
Đông lưu diệc bất nhàn?,東流亦不閒。
"Cửu hỗn phàm trần vị thức câm,",久混凡塵未識金，
Bất tri hà xứ thị chân tâm.,不知何處是真心。
"Nguyện thuỳ chỉ đích khai phương tiện,",願垂指的開方便，
Liễu kiến như như đoạn khổ tầm.,了見如如斷苦尋。
"Phong tồi, nan cải sắc,",風摧難改色，
Hạ tận bất suy hương.,暇盡不衰香。
"Mạc quái khai thiên vãn,",莫怪開偏晚，
Viêm thần lãn đấu phương.,炎晨懶鬥芳。
"Lục nghị tân phôi tửu,",綠螘新醅酒，
Hồng nê tiểu hoả lô.,紅泥小火爐。
"Vãn lai thiên dục tuyết,",晚來天欲雪，
Năng ẩm nhất bôi vô?,能飲一杯無？
Cố viên miểu hà xứ?,故園眇何處？
Quy tư phương du tai.,歸思方悠哉。
"Hoài Nam thu vũ dạ,",淮南秋雨夜，
Cao trai văn nhạn lai.,高齋聞雁來。
"Lạc nhật tảo thiền cấp,",落日早蟬急，
Khách tâm văn cánh sầu.,客心聞更愁。
"Nhất thanh lai chẩm thượng,",一聲來枕上，
Mộng lý cố viên thu.,夢裏故園秋。
"Viện lạc trầm trầm hiểu,",院落沉沉曉，
Hoa khai bạch tuyết hương.,花開白雪香。
"Nhất chi khinh đới vũ,",一枝輕帶雨，
Lệ thấp Quý Phi trang.,淚濕貴妃妝。
"Sơn sắc vô viễn cận,",山色無遠近，
Khán sơn chung nhật hành.,看山終日行。
"Phong loan tuỳ xứ cải,",峰巒隨處改，
Hành khách bất tri danh.,行客不知名。
"Trường Can Ngô nhi nữ,",長干吳兒女，
Mi mục diễm tinh nguyệt.,眉目艷星月。
"Kịch thượng túc như sương,",屐上足如霜，
Bất trước nha đầu miệt.,不著鴉頭襪。
"Ngô nhi đa bạch tích,",吳兒多白皙，
Hảo vi đãng chu kịch.,好為蕩舟劇。
"Mại nhãn trịch xuân tâm,",賣眼擲春心，
Chiết hoa điều hành khách.,折花調行客。
"Da khê thái liên nữ,",耶溪採蓮女，
Kiến khách trạo ca hồi.,見客棹歌回。
"Tiếu nhập hà hoa khứ,",笑入荷花去，
Dương tu bất xuất lai.,佯羞不出來。
"Đông Dương tố túc nữ,",東陽素足女，
Cối Kê tố khả lang.,會稽素舸郎。
"Tương khan nguyệt vị đoạ,",相看月未墮，
Bạch địa đoạn can tràng.,白地斷肝腸。
"Kính hồ thuỷ như nguyệt,",鏡湖水如月，
Da khê nữ như tuyết.,耶溪女如雪。
"Tân trang đãng tân ba,",新妝蕩新波，
Quang cảnh lưỡng kỳ tuyệt.,光景兩奇絕。
"Tần Vọng hoạ trung san,",秦望畫中山，
Nhược Da kính trung thuỷ.,若耶鏡中水。
Thập gia cửu hoán sa.,十家九浣紗，
Vị thủ Trữ La nữ.,為取苧蘿女。
"Thượng huyền minh nguyệt bán,",上弦明月半，
Kích tiễn lưu tinh viễn.,激箭流星遠。
"Lạc nhạn đới thư kinh,",落雁帶書驚，
Đề viên nhiễu chi chuyển.,啼猿繞枝轉。
"Bắc phạt tuy toàn Triệu,",北伐雖全趙，
Đông quy bất vương Tần.,東歸不王秦。
"Không ca bạt sơn lực,",空歌拔山力，
Tu tác độ giang nhân.,羞作渡江人。
"Tử Thôi ngôn tỵ thế,",子推言避世，
Sơn hoả toại phần thân.,山火遂焚身。
