vi,ch
Diệc dĩ vi trụ.,亦以為柱。
"Thanh dăng vu phi,",青蠅于飛，
Thuỳ tri thị phi.,誰知是非。
"Yến an đam độc,",宴安酖毒，
Hoạ sinh hốt vi.,禍生忽微。
"Mạnh Tân chi thuỷ,",孟津之水，
Phủng thổ vi tắc.,捧土為塞。
"Triết nhân tri kỷ,",哲人知幾，
Mạc ngã cảm hoặc.,莫我敢惑。
"Hữu tửu hữu tửu,",有酒有酒，
Chỉ cơ kỳ cầu.,咫飢其求。
"Thiên thu chi hạ,",千秋之下，
Thuỳ tri ngã ái.,誰知我愛。
"Khổng viết thành nhân,",孔曰成仁，
Mạnh viết thủ nghĩa.,孟曰取義。
"Duy kỳ nghĩa tận,",惟其義盡，
Sở dĩ nhân chí.,所以仁至。
"Độc thánh hiền thư,",讀聖賢書，
Sở học hà sự?,所學何事？
"Nhi kim nhi hậu,",而今而後，
Thứ kỷ vô quý.,庶幾無愧。
"Nguyệt minh tinh hy,",月明星稀，
Thiên cao khí hàn.,天高氣寒。
"Quế kỳ thuý tinh,",桂旗翠旌，
Bội ngọc minh loan.,佩玉鳴鸞。
"Trạc anh lễ tuyền,",濯纓醴泉，
Bị phục huệ lan.,被服蕙蘭。
"Tư tòng nhị nữ,",思從二女，
Thích bỉ Tương Nguyên.,適彼湘沅。
"Linh u thính vi,",靈幽聽微，
Thuỳ quan ngọc nhan.,誰觀玉顏。
"Chước chước xuân hoa,",灼灼春華，
Lục diệp hàm đan.,綠葉含丹。
"Nhật nguyệt thệ hĩ,",日月逝矣，
Tích nhĩ hoa phồn.,惜爾華繁。
